set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
EB-04,Egghead Crisis,EB04-020,Shark Brick Fist,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-020_EN.webp,0.09,2026-09-05
EB-04,Egghead Crisis,EB04-021,Igaram,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-021_EN.webp,0.05,2026-09-05
EB-04,Egghead Crisis,EB04-022,Issho,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-022_EN.webp,0.47,2026-09-05
EB-04,Egghead Crisis,EB04-022p1,Issho,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-022_p1_EN.webp,7.41,2026-09-05
EB-04,Egghead Crisis,EB04-023,Chaka & Pell,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-023_EN.webp,0.15,2026-09-05
EB-04,Egghead Crisis,EB04-024,Terracotta,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-024_EN.webp,0.08,2026-09-05
EB-04,Egghead Crisis,EB04-025,Nefeltari Vivi,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-025_EN.webp,0.61,2026-09-05
EB-04,Egghead Crisis,EB04-025p1,Nefeltari Vivi,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-025_p1_EN.webp,31.67,2026-09-05
EB-04,Egghead Crisis,EB04-026,Bluegrass,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-026_EN.webp,0.10,2026-09-05
EB-04,Egghead Crisis,EB04-027,Boa Hancock,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-027_EN.webp,0.25,2026-09-05
EB-04,Egghead Crisis,EB04-028,Ice Time,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-028_EN.webp,0.22,2026-09-05
EB-04,Egghead Crisis,EB04-029,I Heard the Sound...of a Lady's Teardrops Falling,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-029_EN.webp,0.11,2026-09-05
EB-04,Egghead Crisis,EB04-030,Kaido,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-030_EN.webp,0.23,2026-09-05
EB-04,Egghead Crisis,EB04-031,King,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-031_EN.webp,0.67,2026-09-05
EB-04,Egghead Crisis,EB04-031p1,King,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-031_p1_EN.webp,36.85,2026-09-05
EB-04,Egghead Crisis,EB04-032,Queen,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-032_EN.webp,3.03,2026-09-05
EB-04,Egghead Crisis,EB04-033,Groggy Monsters,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-033_EN.webp,0.13,2026-09-05
EB-04,Egghead Crisis,EB04-034,Charlotte Pudding,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-034_EN.webp,0.14,2026-09-05
EB-04,Egghead Crisis,EB04-035,Hitokiri Kamazo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-035_EN.webp,0.05,2026-09-05
EB-04,Egghead Crisis,EB04-036,Foxy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-036_EN.webp,0.32,2026-09-05
EB-04,Egghead Crisis,EB04-036p1,Foxy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-036_p1_EN.webp,11.52,2026-09-05
EB-04,Egghead Crisis,EB04-037,Porche,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-037_EN.webp,0.16,2026-09-05
EB-04,Egghead Crisis,EB04-038,Rosinante & Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-038_EN.webp,1.34,2026-09-05
EB-04,Egghead Crisis,EB04-038p1,Rosinante & Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-038_p1_EN.webp,28.79,2026-09-05
EB-04,Egghead Crisis,EB04-039,"Eustass""Captain""Kid",R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-039_EN.webp,0.14,2026-09-05
EB-04,Egghead Crisis,EB04-039p1,"Eustass""Captain""Kid",SP,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-039_p1_EN.webp,88.84,2026-09-05
EB-04,Egghead Crisis,EB04-040,Flame Dragon Torch,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-040_EN.webp,0.23,2026-09-05
EB-04,Egghead Crisis,EB04-041,Stealth Black,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-041_EN.webp,0.11,2026-09-05
EB-04,Egghead Crisis,EB04-042,Alpha,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-042_EN.webp,0.03,2026-09-05
EB-04,Egghead Crisis,EB04-043,Kaku,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-043_EN.webp,0.11,2026-09-05
EB-04,Egghead Crisis,EB04-043p1,Kaku,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-043_p1_EN.webp,3.01,2026-09-05
EB-04,Egghead Crisis,EB04-044,Koby,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-044_EN.webp,0.40,2026-09-05
EB-04,Egghead Crisis,EB04-044p1,Koby,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-044_p1_EN.webp,20.46,2026-09-05
EB-04,Egghead Crisis,EB04-044p2,Koby,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-044_p2_EN.webp,627.66,2026-09-05
EB-04,Egghead Crisis,EB04-045,Ginny,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-045_EN.webp,0.06,2026-09-05
EB-04,Egghead Crisis,EB04-046,Doll,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-046_EN.webp,0.09,2026-09-05
EB-04,Egghead Crisis,EB04-047,Helmeppo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-047_EN.webp,0.14,2026-09-05
EB-04,Egghead Crisis,EB04-048,Rob Lucci,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-048_EN.webp,0.40,2026-09-05
EB-04,Egghead Crisis,EB04-048p1,Rob Lucci,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-048_p1_EN.webp,6.23,2026-09-05
EB-04,Egghead Crisis,EB04-049,Finger Pistol Yellow Lotus,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-049_EN.webp,0.10,2026-09-05
EB-04,Egghead Crisis,EB04-050,I'll Whip You Into Shape. ♡,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-050_EN.webp,0.12,2026-09-05
EB-04,Egghead Crisis,EB04-051,Emet,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-051_EN.webp,0.05,2026-09-05
EB-04,Egghead Crisis,EB04-052,Sanji,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-052_EN.webp,0.14,2026-09-05
EB-04,Egghead Crisis,EB04-052p1,Sanji,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-052_p1_EN.webp,7.24,2026-09-05
EB-04,Egghead Crisis,EB04-053,Sentomaru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-053_EN.webp,0.07,2026-09-05
EB-04,Egghead Crisis,EB04-054,Bartholomew Kuma,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-054_EN.webp,0.24,2026-09-05
EB-04,Egghead Crisis,EB04-055,Bartholomew Kuma,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-055_EN.webp,0.05,2026-09-05
EB-04,Egghead Crisis,EB04-056,Pacifista,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-056_EN.webp,0.07,2026-09-05
EB-04,Egghead Crisis,EB04-057,Vegapunk,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-057_EN.webp,0.03,2026-09-05
EB-04,Egghead Crisis,EB04-058,Borsalino,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-058_EN.webp,29.63,2026-09-05
EB-04,Egghead Crisis,EB04-058p1,Borsalino,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-058_p1_EN.webp,70.52,2026-09-05
EB-04,Egghead Crisis,EB04-059,Black Rope Dragon Twister,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-059_EN.webp,0.22,2026-09-05
EB-04,Egghead Crisis,EB04-060,Gum-Gum Hawk Gatling,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-060_EN.webp,0.08,2026-09-05
EB-04,Egghead Crisis,EB04-061,Monkey.D.Luffy,SEC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-061_EN.webp,7.61,2026-09-05
EB-04,Egghead Crisis,EB04-061p1,Monkey.D.Luffy,SEC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-061_p1_EN.webp,57.43,2026-09-05
EB-04,Egghead Crisis,EB04-061p3,Monkey.D.Luffy,SEC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB04/EB04-061_p3_EN.webp,,
