set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-09,Emperors in the New World,OP09-024,Usopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-024_EN.webp,0.10,2026-09-04
OP-09,Emperors in the New World,OP09-025,Crocodile,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-025_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-026,Sakazuki,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-026_EN.webp,0.13,2026-09-04
OP-09,Emperors in the New World,OP09-027,Sabo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-027_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-028,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-028_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-029,Tony Tony.Chopper,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-029_EN.webp,0.13,2026-09-04
OP-09,Emperors in the New World,OP09-030,Trafalgar Law,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-030_EN.webp,0.14,2026-09-04
OP-09,Emperors in the New World,OP09-031,Donquixote Doflamingo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-031_EN.webp,0.24,2026-09-04
OP-09,Emperors in the New World,OP09-032,Donquixote Rosinante,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-032_EN.webp,0.14,2026-09-04
OP-09,Emperors in the New World,OP09-033,Nico Robin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-033_EN.webp,0.15,2026-09-04
OP-09,Emperors in the New World,OP09-034,Perona,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-034_EN.webp,0.19,2026-09-04
OP-09,Emperors in the New World,OP09-034p1,Perona,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-034_p1_EN.webp,4.81,2026-09-04
OP-09,Emperors in the New World,OP09-035,Portgas.D.Ace,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-035_EN.webp,0.16,2026-09-04
OP-09,Emperors in the New World,OP09-036,Monkey.D.Luffy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-036_EN.webp,0.17,2026-09-04
OP-09,Emperors in the New World,OP09-037,Lim,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-037_EN.webp,0.39,2026-09-04
OP-09,Emperors in the New World,OP09-037p1,Lim,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-037_p1_EN.webp,2.54,2026-09-04
OP-09,Emperors in the New World,OP09-038,Rob Lucci,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-038_EN.webp,0.08,2026-09-04
OP-09,Emperors in the New World,OP09-039,Gum-Gum Cuatro Jet Cross Shock Bazooka,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-039_EN.webp,0.15,2026-09-04
OP-09,Emperors in the New World,OP09-040,Thunder Lance Flip Caliber Phoenix Shot,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-040_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-041,Soul Franky Swing Arm Boxing Solid,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-041_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-042,Buggy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-042_EN.webp,0.20,2026-09-04
OP-09,Emperors in the New World,OP09-042p1,Buggy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-042_p1_EN.webp,25.82,2026-09-04
OP-09,Emperors in the New World,OP09-043,Alvida,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-043_EN.webp,0.13,2026-09-04
OP-09,Emperors in the New World,OP09-044,Izo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-044_EN.webp,0.10,2026-09-04
OP-09,Emperors in the New World,OP09-045,Cabaji,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-045_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-046,Crocodile,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-046_EN.webp,0.44,2026-09-04
OP-09,Emperors in the New World,OP09-046p1,Crocodile,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-046_p1_EN.webp,5.23,2026-09-04
OP-09,Emperors in the New World,OP09-047,Kouzuki Oden,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-047_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-048,Dracule Mihawk,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-048_EN.webp,0.40,2026-09-04
OP-09,Emperors in the New World,OP09-048p1,Dracule Mihawk,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-048_p1_EN.webp,5.00,2026-09-04
OP-09,Emperors in the New World,OP09-049,Jozu,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-049_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-050,Nami,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-050_EN.webp,0.41,2026-09-04
OP-09,Emperors in the New World,OP09-050p1,Nami,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-050_p1_EN.webp,13.99,2026-09-04
OP-09,Emperors in the New World,OP09-051,Buggy,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-051_EN.webp,0.26,2026-09-04
OP-09,Emperors in the New World,OP09-051p1,Buggy,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-051_p1_EN.webp,14.76,2026-09-04
OP-09,Emperors in the New World,OP09-051p2,Buggy,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-051_p2_EN.webp,1650.00,2026-09-04
OP-09,Emperors in the New World,OP09-051p3,Buggy,SP,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-051_p3_EN.webp,168.85,2026-09-04
OP-09,Emperors in the New World,OP09-052,Marco,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-052_EN.webp,0.05,2026-09-04
OP-09,Emperors in the New World,OP09-053,Mohji,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-053_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-054,Richie,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-054_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-055,Mr.1(Daz.Bonez),C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-055_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-056,Mr.3(Galdino),R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-056_EN.webp,0.12,2026-09-04
OP-09,Emperors in the New World,OP09-057,Cross Guild,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-057_EN.webp,0.15,2026-09-04
OP-09,Emperors in the New World,OP09-058,Special Muggy Ball,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-058_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-059,Murder at the Steam Bath,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-059_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-060,Emptee Bluffs Island,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-060_EN.webp,0.08,2026-09-04
OP-09,Emperors in the New World,OP09-061,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-061_EN.webp,0.22,2026-09-04
OP-09,Emperors in the New World,OP09-061p1,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-061_p1_EN.webp,112.74,2026-09-04
OP-09,Emperors in the New World,OP09-062,Nico Robin,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-062_EN.webp,0.23,2026-09-04
OP-09,Emperors in the New World,OP09-062p1,Nico Robin,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-062_p1_EN.webp,125.72,2026-09-04
OP-09,Emperors in the New World,OP09-063,Usopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-063_EN.webp,0.10,2026-09-04
OP-09,Emperors in the New World,OP09-064,Killer,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-064_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-065,Sanji,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-065_EN.webp,0.76,2026-09-04
OP-09,Emperors in the New World,OP09-065p1,Sanji,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-065_p1_EN.webp,6.05,2026-09-04
OP-09,Emperors in the New World,OP09-066,Jean Bart,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-066_EN.webp,0.05,2026-09-04
OP-09,Emperors in the New World,OP09-067,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-067_EN.webp,0.13,2026-09-04
OP-09,Emperors in the New World,OP09-068,Tony Tony.Chopper,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-068_EN.webp,0.17,2026-09-04
OP-09,Emperors in the New World,OP09-069,Trafalgar Law,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-069_EN.webp,0.40,2026-09-04
OP-09,Emperors in the New World,OP09-069p1,Trafalgar Law,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-069_p1_EN.webp,9.61,2026-09-04
OP-09,Emperors in the New World,OP09-070,Nami,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-070_EN.webp,0.18,2026-09-04
OP-09,Emperors in the New World,OP09-071,Nico Robin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-071_EN.webp,0.16,2026-09-04
OP-09,Emperors in the New World,OP09-072,Franky,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-072_EN.webp,0.64,2026-09-04
OP-09,Emperors in the New World,OP09-072p1,Franky,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-072_p1_EN.webp,12.23,2026-09-04
OP-09,Emperors in the New World,OP09-073,Brook,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-073_EN.webp,0.14,2026-09-04
OP-09,Emperors in the New World,OP09-074,Bepo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-074_EN.webp,0.07,2026-09-04
OP-09,Emperors in the New World,OP09-075,"Eustass""Captain""Kid",UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-075_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-076,Roronoa Zoro,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-076_EN.webp,0.26,2026-09-04
OP-09,Emperors in the New World,OP09-077,Gum-Gum Lightning,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-077_EN.webp,0.20,2026-09-04
OP-09,Emperors in the New World,OP09-078,Gum-Gum Giant,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-078_EN.webp,1.28,2026-09-04
OP-09,Emperors in the New World,OP09-079,Gum-Gum Jump Rope,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-079_EN.webp,0.08,2026-09-04
OP-09,Emperors in the New World,OP09-080,Thousand Sunny,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-080_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-081,Marshall.D.Teach,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-081_EN.webp,0.24,2026-09-04
OP-09,Emperors in the New World,OP09-081p1,Marshall.D.Teach,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-081_p1_EN.webp,21.63,2026-09-04
OP-09,Emperors in the New World,OP09-082,Avalo Pizarro,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-082_EN.webp,0.06,2026-09-04
OP-09,Emperors in the New World,OP09-083,Van Augur,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-083_EN.webp,0.14,2026-09-04
OP-09,Emperors in the New World,OP09-084,Catarina Devon,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-084_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-085,Gecko Moria,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-085_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-086,Jesus Burgess,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-086_EN.webp,0.26,2026-09-04
OP-09,Emperors in the New World,OP09-087,Charlotte Pudding,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-087_EN.webp,0.08,2026-09-04
OP-09,Emperors in the New World,OP09-088,Shiryu,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-088_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-089,Stronger,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-089_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-090,Doc Q,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-090_EN.webp,0.12,2026-09-04
OP-09,Emperors in the New World,OP09-091,Vasco Shot,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-091_EN.webp,0.07,2026-09-04
OP-09,Emperors in the New World,OP09-092,Marshall.D.Teach,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-092_EN.webp,0.07,2026-09-04
OP-09,Emperors in the New World,OP09-093,Marshall.D.Teach,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-093_EN.webp,1.62,2026-09-04
OP-09,Emperors in the New World,OP09-093p1,Marshall.D.Teach,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-093_p1_EN.webp,23.80,2026-09-04
OP-09,Emperors in the New World,OP09-093p2,Marshall.D.Teach,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-093_p2_EN.webp,2000.99,2026-09-04
OP-09,Emperors in the New World,OP09-093p3,Marshall.D.Teach,SP,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-093_p3_EN.webp,253.24,2026-09-04
OP-09,Emperors in the New World,OP09-094,Peachbeard,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-094_EN.webp,0.04,2026-09-04
OP-09,Emperors in the New World,OP09-095,Laffitte,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-095_EN.webp,0.26,2026-09-04
OP-09,Emperors in the New World,OP09-096,My Era...Begins!!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-096_EN.webp,0.57,2026-09-04
OP-09,Emperors in the New World,OP09-097,Black Vortex,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-097_EN.webp,0.20,2026-09-04
OP-09,Emperors in the New World,OP09-098,Black Hole,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-098_EN.webp,0.17,2026-09-04
OP-09,Emperors in the New World,OP09-099,Fullalead,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-099_EN.webp,0.19,2026-09-04
OP-09,Emperors in the New World,OP09-100,Karasu,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-100_EN.webp,0.18,2026-09-04
OP-09,Emperors in the New World,OP09-101,Kuzan,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-101_EN.webp,0.13,2026-09-04
OP-09,Emperors in the New World,OP09-102,Professor Clover,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-102_EN.webp,0.18,2026-09-04
OP-09,Emperors in the New World,OP09-103,Koala,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-103_EN.webp,0.38,2026-09-04
OP-09,Emperors in the New World,OP09-103p1,Koala,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-103_p1_EN.webp,2.87,2026-09-04
OP-09,Emperors in the New World,OP09-104,Sabo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-104_EN.webp,0.20,2026-09-04
OP-09,Emperors in the New World,OP09-105,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-105_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-106,Nico Olvia,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-106_EN.webp,0.14,2026-09-04
OP-09,Emperors in the New World,OP09-107,Nico Robin,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-107_EN.webp,0.77,2026-09-04
OP-09,Emperors in the New World,OP09-107p1,Nico Robin,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-107_p1_EN.webp,34.19,2026-09-04
OP-09,Emperors in the New World,OP09-108,Bartholomew Kuma,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-108_EN.webp,0.20,2026-09-04
OP-09,Emperors in the New World,OP09-109,Jaguar.D.Saul,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-109_EN.webp,0.12,2026-09-04
OP-09,Emperors in the New World,OP09-110,Pierre,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-110_EN.webp,0.05,2026-09-04
OP-09,Emperors in the New World,OP09-111,Brook,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-111_EN.webp,0.11,2026-09-04
OP-09,Emperors in the New World,OP09-112,Belo Betty,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-112_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-113,Morley,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-113_EN.webp,0.05,2026-09-04
OP-09,Emperors in the New World,OP09-114,Lindbergh,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-114_EN.webp,0.09,2026-09-04
OP-09,Emperors in the New World,OP09-115,Ice Block Partisan,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-115_EN.webp,0.06,2026-09-04
