card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
EB02-010p1,Alternate Art,Leader,Green/Purple,,4,5000,,Strike,Straw Hat Crew,"[Activate: Main] [Once Per Turn] DON!! −2: If the only Characters on your field are {Straw Hat Crew} type Characters, set up to 2 of your DON!! cards as active. Then, this Leader gains +1000 power until the end of your opponent's next turn.",,Katsumi Ishizuka,3,legal,legal
EB02-011,,Character,Green,3,,4000,1000,Slash,Fish-Man/East Blue/Arlong Pirates,"[On Play] If your Leader has the {Fish-Man} or {East Blue} type, give up to 1 rested DON!! card to 1 of your Leader. Then, up to 1 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next turn.",,Henry Thurlow,3,legal,legal
EB02-011p1,Alternate Art,Character,Green,3,,4000,1000,Slash,Fish-Man/East Blue/Arlong Pirates,"[On Play] If your Leader has the {Fish-Man} or {East Blue} type, give up to 1 rested DON!! card to 1 of your Leader. Then, up to 1 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next turn.",,Chansard Vincent,3,legal,legal
EB02-012,,Character,Green,1,,1000,1000,Wisdom,East Blue,"If you have a [Sarfunkel], this Character gains [Blocker].",,,3,legal,legal
EB02-013,,Character,Green,1,,0,2000,Special,Minks,"[On Play] If you have 3 or more DON!! cards on your field, look at 7 cards from the top of your deck; reveal up to 1 [Zou] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Zou] from your hand.",,odashi,3,legal,legal
EB02-014,,Character,Green,2,,0,1000,Wisdom,East Blue,[On Play] Play up to 1 [Gaimon] from your hand.,,,3,legal,legal
EB02-015,,Character,Green,7,,7000,1000,Special,Supernovas/Bonney Pirates,"[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase. Then, set up to 1 of your DON!! cards as active at the end of this turn.",,Hanao Iida,3,legal,legal
EB02-015p1,Alternate Art,Character,Green,7,,7000,1000,Special,Supernovas/Bonney Pirates,"[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase. Then, set up to 1 of your DON!! cards as active at the end of this turn.",,Honehone,3,legal,legal
EB02-016,,Character,Green,5,,6000,1000,Strike,Animal/Straw Hat Crew,Also treat this card's name as [Tony Tony.Chopper] according to the rules. [On Play] Play up to 1 {Animal} type Character card with a cost of 3 or less from your hand.,,,3,legal,legal
EB02-017,,Character,Green,1,,2000,1000,Wisdom,East Blue/Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Joji Yamada,3,legal,legal
EB02-017p1,Alternate Art,Character,Green,1,,2000,1000,Wisdom,East Blue/Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,3,legal,legal
EB02-018,,Character,Green,4,,6000,,Slash,East Blue/Buggy Pirates,"[On Play] If you have no other [Buggy] Characters, up to 1 of your Leader gains [Double Attack] during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,Wataru Matsumi,3,legal,legal
EB02-019,,Character,Green,4,,5000,1000,Slash,East Blue/Straw Hat Crew,"If your opponent has 2 or more Characters, this Character can attack Characters on the turn in which it is played. [On Play] If your Leader has the {Straw Hat Crew} type, rest up to 1 of your opponent's Characters with a cost of 4 or less.",,Midori Matsuda,3,legal,legal
EB02-020,,Event,Green,2,,,,,Music,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
EB02-021,,Event,Green,3,,,,,Water Seven/Straw Hat Crew,"[Main] Up to 1 of your {Straw Hat Crew} type Characters gains +6000 power during this turn. Then, the selected Character will not become active in your next Refresh Phase. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,,3,legal,legal
EB02-022,,Character,Blue,4,,5000,1000,Ranged,East Blue/Straw Hat Crew,"[On Play] If you have 2 or less Characters with 5000 power or more, play up to 1 Character card with 6000 power or less and no base effect from your hand.",,,3,legal,legal
EB02-022p1,Alternate Art,Character,Blue,4,,5000,1000,Ranged,East Blue/Straw Hat Crew,"[On Play] If you have 2 or less Characters with 5000 power or more, play up to 1 Character card with 6000 power or less and no base effect from your hand.",,Hiroto Saito,3,legal,legal
EB02-023,,Character,Blue,4,,5000,1000,Special,The Seven Warlords of the Sea/Baroque Works,"[Your Turn] [Once Per Turn] When your opponent's Character is returned to the owner's hand by your effect, look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,,3,legal,legal
EB02-024,,Character,Blue,4,,5000,1000,Ranged,Sniper Island,"Also treat this card's name as [Usopp] according to the rules. [On Play] Draw 2 cards and place 2 cards from your hand at the bottom of your deck in any order. Then, return up to 1 Character with a cost of 1 or less to the owner's hand.",,Shigefumi Shingaki,3,legal,legal
EB02-025,,Character,Blue,2,,3000,1000,Special,Navy/Donquixote Pirates,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Donquixote Rosinante], look at 5 cards from the top of your deck; play up to 1 Character card with a cost of 2 or less rested. Then, place the rest at the bottom of your deck in any order.",,Yukiya Ataka,3,legal,legal
EB02-026,,Character,Blue,3,,2000,1000,Slash,Alabasta,"[On Play] If your Leader is multicolored and you have 5 or less cards in your hand, draw 2 cards.",,,3,legal,legal
EB02-026p1,Alternate Art,Character,Blue,3,,2000,1000,Slash,Alabasta,"[On Play] If your Leader is multicolored and you have 5 or less cards in your hand, draw 2 cards.",,Shinnosuke Tanaka,3,legal,legal
EB02-027,,Character,Blue,4,,5000,1000,Slash,Whitebeard Pirates,[On Play] Place up to 1 of your opponent's Characters with 1000 power or less at the bottom of the owner's deck.,,Hirotaka Ito,3,legal,legal
EB02-028,,Character,Blue,5,,5000,1000,Special,Alabasta/Whitebeard Pirates,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", look at 5 cards from the top of your deck; reveal up to 1 Character card with a cost of 2 and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 Character card with a cost of 2 from your hand rested.",,Eri Yonemoto,3,legal,legal
EB02-029,,Character,Blue,3,,5000,1000,Wisdom,Animal/East Blue,,,,3,legal,legal
EB02-030,,Event,Blue,2,,,,,Alabasta/Straw Hat Crew,"[Counter] If any of your Characters would be K.O.'d in battle during this turn, you may trash 1 card from your hand instead. [Trigger] Draw 1 card.",,,3,legal,legal
EB02-031,,Event,Blue,2,,,,,Music,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
EB02-032,,Character,Purple,1,,0,2000,Wisdom,Water Seven/Galley-La Company,"[On Play] If you have 3 or more DON!! cards on your field, look at 7 cards from the top of your deck; reveal up to 1 [Galley-La Company] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Galley-La Company] from your hand.",,Zhiguang Liu,3,legal,legal
EB02-033,,Character,Purple,1,,0,1000,Wisdom,Sprite,"If you have [Merry Go] on your field, this Character gains [Blocker].",,Makoto Muroi,3,legal,legal
EB02-034,,Character,Purple,4,,6000,1000,Wisdom,Navy/Foxy Pirates,,,,3,legal,legal
EB02-035,,Character,Purple,5,,7000,,Strike/Wisdom,Big Mom Pirates/Straw Hat Crew,"[Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active. [On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card.",,,3,legal,legal
EB02-035p1,Alternate Art,Character,Purple,5,,7000,,Strike/Wisdom,Big Mom Pirates/Straw Hat Crew,"[Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active. [On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card.",,Masaya Hasegawa,3,legal,legal
EB02-036,,Character,Purple,3,,2000,1000,Strike,Straw Hat Crew,"[Blocker] [On K.O.] DON!! −1: Look at 3 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,3,legal,legal
EB02-036p1,Alternate Art,Character,Purple,3,,2000,1000,Strike,Straw Hat Crew,"[Blocker] [On K.O.] DON!! −1: Look at 3 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,3,legal,legal
EB02-037,,Character,Purple,3,,4000,1000,Strike,Water Seven/Straw Hat Crew,"[On Play]/[When Attacking] If your Leader has the {Straw Hat Crew} type and the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",,Itsuki Tsuchigami,3,legal,legal
EB02-038,,Character,Purple,3,,4000,1000,Special,Impel Down,[On Play] Play up to 1 {Impel Down} type Character card with a cost of 2 or less from your hand.,,,3,legal,legal
EB02-039,,Event,Purple,4,,,,,The Vinsmoke Family/GERMA 66,"[Main] You may trash 1 {GERMA 66} type Character card with 4000 power or less from your hand: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, play up to 1 Character card with 5000 to 7000 power and the same card name as the trashed card from your trash.",,,3,legal,legal
EB02-040,,Event,Purple,2,,,,,Music,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
EB02-041,,Stage,Purple,1,,,,,Straw Hat Crew,"[On Play] If your Leader has the {Straw Hat Crew} type, draw 1 card. [Activate: Main] You may rest this Stage: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, up to 1 of your {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.",,Takashi Yoshiike,3,legal,legal
EB02-042,,Character,Black,6,,8000,1000,Strike,Navy,,,Midori Matsuda,3,legal,legal
EB02-043,,Character,Black,7,,9000,1000,Wisdom,Navy,,,,3,legal,legal
EB02-044,,Character,Black,7,,7000,1000,Wisdom,Navy,[Blocker] [On Play] Play up to 1 black {Navy} type Character card with a cost of 4 or less from your trash rested.,,,3,legal,legal
EB02-044p1,Alternate Art,Character,Black,7,,7000,1000,Wisdom,Navy,[Blocker] [On Play] Play up to 1 black {Navy} type Character card with a cost of 4 or less from your trash rested.,,,3,legal,legal
EB02-045,,Character,Black,5,,6000,1000,Slash,Dressrosa/Supernovas/Heart Pirates,"[Blocker] [On Play] You may place 2 cards from your trash at the bottom of your deck in any order: Choose one: • Draw 1 card. • If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",,Mamoru Yokota,3,legal,legal
EB02-045p1,Alternate Art,Character,Black,5,,6000,1000,Slash,Dressrosa/Supernovas/Heart Pirates,"[Blocker] [On Play] You may place 2 cards from your trash at the bottom of your deck in any order: Choose one: • Draw 1 card. • If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",,Ayaka Tsuji,3,legal,legal
EB02-046,,Character,Black,3,,3000,2000,Wisdom,Thriller Bark Pirates,[On Play] Trash 2 cards from the top of your deck and give up to 1 of your opponent's Characters −1 cost during this turn.,,,3,legal,legal
EB02-047,,Character,Black,5,,6000,1000,Strike,CP9,"[Activate: Main] You may trash 1 card from your hand and trash this Character: Play up to 1 Character card with a type including ""CP"" and a cost of 5 or less other than [Blueno] from your trash.",,,3,legal,legal
EB02-048,,Character,Black,5,,6000,1000,Slash,Straw Hat Crew,[On Play] Add up to 1 [Laboon] from your trash to your hand. [On K.O.] Play up to 1 [Laboon] with a cost of 4 or less from your hand.,,,3,legal,legal
EB02-048p1,Alternate Art,Character,Black,5,,6000,1000,Slash,Straw Hat Crew,[On Play] Add up to 1 [Laboon] from your trash to your hand. [On K.O.] Play up to 1 [Laboon] with a cost of 4 or less from your hand.,,Tu Yongce,3,legal,legal
EB02-049,,Character,Black,5,,6000,,Strike,Navy,"[On Play] Give up to 2 rested DON!! cards to 1 of your Leader. [Activate: Main] You may rest this Character: If your Leader is [Monkey.D.Garp], K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",,,3,legal,legal
EB02-050,,Event,Black,2,,,,,Music,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
EB02-051,,Event,Black,3,,,,,Former Rumbar Pirates,[Main] Choose one: • K.O. up to 1 of your opponent's Characters with a cost of 2 or less. • Give up to 1 of your opponent's Characters −4 cost during this turn.,,,3,legal,legal
EB02-052,,Character,Yellow,10,,11000,,Special,Sky Island,"If your Leader has the {Sky Island} type, this Character gains [Rush]. [When Attacking] You may trash 1 card from your hand: If you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +1000 power during this turn.",,Kohei Hirota,3,legal,legal
EB02-052p1,Alternate Art,Character,Yellow,10,,11000,,Special,Sky Island,"If your Leader has the {Sky Island} type, this Character gains [Rush]. [When Attacking] You may trash 1 card from your hand: If you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +1000 power during this turn.",,Takashi Kojima,3,legal,legal
EB02-053,,Character,Yellow,3,,4000,1000,Wisdom,Alchemi,[On Play]/[On K.O.] Look at up to 1 card from the top of your or your opponent's Life cards and place it at the top or bottom of the Life cards.,,,3,legal,legal
EB02-054,,Character,Yellow,5,,6000,1000,Strike,East Blue/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If you have 2 or less Life cards, draw 2 cards and trash 1 card from your hand.",,Zhiguang Liu,3,legal,legal
EB02-054p1,Alternate Art,Character,Yellow,5,,6000,1000,Strike,East Blue/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If you have 2 or less Life cards, draw 2 cards and trash 1 card from your hand.",,Katsumi Ishizuka,3,legal,legal
EB02-055,,Character,Yellow,4,,5000,2000,Strike,Fish-Man/Straw Hat Crew,,"[Trigger] If your Leader has the {Fish-Man} or {Merfolk} type and you have 2 or less Life cards, play this card.",Makoto Muroi,3,legal,legal
EB02-056,,Character,Yellow,5,,0,1000,Wisdom,Scientist/Egghead,"[Blocker] [On Play] Look at 5 cards from the top of your deck; play up to 1 {Scientist} type Character card with a cost of 5 or less other than [Vegapunk]. Then, place the rest at the bottom of your deck in any order and if your opponent has 2 or less Characters, trash 1 card from your hand. [Trigger] Draw 1 card.",,,3,legal,legal
EB02-056p1,Alternate Art,Character,Yellow,5,,0,1000,Wisdom,Scientist/Egghead,"[Blocker] [On Play] Look at 5 cards from the top of your deck; play up to 1 {Scientist} type Character card with a cost of 5 or less other than [Vegapunk]. Then, place the rest at the bottom of your deck in any order and if your opponent has 2 or less Characters, trash 1 card from your hand. [Trigger] Draw 1 card.",,Shin Kashiwaguma,3,legal,legal
EB02-057,,Character,Yellow,4,,5000,1000,Special,Treasure Pirates,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.,,,3,legal,legal
EB02-058,,Event,Yellow,2,,,,,Music,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
EB02-059,,Event,Yellow,4,,,,,Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, if you have 1 or less Life cards, play up to 1 of your yellow {Straw Hat Crew} type Character cards or [Sanji] with a cost of 5 or less from your hand.",,,3,legal,legal
EB02-060,,Stage,Yellow,2,,,,,Straw Hat Crew,[Activate: Main] You may rest this Stage and turn 1 card from the top of your Life cards face-up: Up to 1 of your {Straw Hat Crew} type Characters gains +1000 power until the end of your opponent's next turn.,,Takashi Yoshiike,3,legal,legal
EB02-061,,Character,Purple,6,,7000,,Strike,Water Seven/Straw Hat Crew,"If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, this Character gains [Rush]. [When Attacking] [Once Per Turn] You may return 2 of your active DON!! cards to your DON!! deck: Set this Character as active. Then, add 1 card from the top of your Life cards to your hand.",,Midori Matsuda,3,legal,legal
EB02-061p1,Alternate Art,Character,Purple,6,,7000,,Strike,Water Seven/Straw Hat Crew,"If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, this Character gains [Rush]. [When Attacking] [Once Per Turn] You may return 2 of your active DON!! cards to your DON!! deck: Set this Character as active. Then, add 1 card from the top of your Life cards to your hand.",,,3,legal,legal
EB02-061p2,Manga Art,Character,Purple,6,,7000,,Strike,Water Seven/Straw Hat Crew,"If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, this Character gains [Rush]. [When Attacking] [Once Per Turn] You may return 2 of your active DON!! cards to your DON!! deck: Set this Character as active. Then, add 1 card from the top of your Life cards to your hand.",,,,legal,legal
