card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP13-019,,Event,Red,1,,,,,Dressrosa/Revolutionary Army,"[Main] You may rest 4 of your DON!! cards: Give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less. [Counter] Your Leader gains +3000 power during this battle.",,,4,legal,legal
OP13-020,,Event,Red,3,,,,,Navy,[Main] Give up to 1 of your opponent's Characters −5000 power during this turn. [Trigger] Activate this card's [Main] effect.,,,4,legal,legal
OP13-021,,Event,Red,1,,,,,Straw Hat Crew,"[Main] Give up to 1 rested DON!! card to 1 of your [Monkey.D.Luffy] cards. Then, give up to 1 of your opponent's Characters −2000 power during this turn. [Trigger] Give up to 1 of your opponent's Characters −2000 power during this turn.",,,4,legal,legal
OP13-022,,Stage,Red,1,,,,,Windmill Village,[Activate: Main] You may rest this Stage: Up to 1 of your Characters with 2000 base power or less gains +1000 power during this turn.,,,4,legal,legal
OP13-023,,Character,Green,4,,5000,1000,Special,FILM,"[On Play] Set up to 2 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn. [On K.O.] Play up to 1 Character card with a cost of 5 or less from your hand rested.",,BISAI,4,legal,legal
OP13-023p1,Alternate Art,Character,Green,4,,5000,1000,Special,FILM,"[On Play] Set up to 2 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn. [On K.O.] Play up to 1 Character card with a cost of 5 or less from your hand rested.",,Hokuyuu,4,legal,legal
OP13-024,,Character,Green,1,,0,2000,Wisdom,FILM,[On Play] You may reveal 1 {Music} or {FILM} type card from your hand: Set up to 2 of your DON!! cards as active at the end of this turn.,,HISASHI HUJIWARA,4,legal,legal
OP13-025,,Character,Green,5,,6000,1000,Strike,FILM/Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If your Leader has the {FILM} type or the <Strike> attribute, set up to 1 of your DON!! cards as active.",,Koushi Rokushiro,4,legal,legal
OP13-026,,Character,Green,1,,2000,1000,Wisdom,FILM/Straw Hat Crew,[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards: This Character gains +2000 power until the end of your opponent's next turn.,,kito,4,legal,legal
OP13-027,,Character,Green,5,,7000,,Strike,FILM/Straw Hat Crew,"[On Play] Set up to 2 of your DON!! cards as active. [End of Your Turn] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active.",,Nijihayashi,4,legal,legal
OP13-027p1,Alternate Art,Character,Green,5,,7000,,Strike,FILM/Straw Hat Crew,"[On Play] Set up to 2 of your DON!! cards as active. [End of Your Turn] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active.",,Yosuke Adachi,4,legal,legal
OP13-028,,Character,Green,10,,12000,,Slash,FILM/The Four Emperors/Red-Haired Pirates,"[On Play] Set all of your DON!! cards as active. Then, you cannot play cards from your hand during this turn.",,BISAI,4,legal,legal
OP13-028p1,Alternate Art,Character,Green,10,,12000,,Slash,FILM/The Four Emperors/Red-Haired Pirates,"[On Play] Set all of your DON!! cards as active. Then, you cannot play cards from your hand during this turn.",,Hokuyuu,4,legal,legal
OP13-029,,Character,Green,6,,7000,2000,Strike,Fish-Man/FILM/Straw Hat Crew,,,touge369,4,legal,legal
OP13-030,,Character,Green,5,,6000,1000,Strike,Animal/FILM/Straw Hat Crew,[On Play] Set up to 2 of your DON!! cards as active.,,Nekobayashi,4,legal,legal
OP13-031,,Character,Green,6,,6000,,Slash,FILM/Supernovas/Heart Pirates,"If you have 1 or less Life cards, this Character gains [Blocker]. [On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 5 or less from your hand rested.",,Morechand,4,legal,legal
OP13-032,,Character,Green,7,,7000,1000,Strike,FILM/Straw Hat Crew,[On Play] Up to 1 of your opponent's Characters with a cost of 8 or less cannot be rested until the end of your opponent's next End Phase.,,Koushi Rokushiro,4,legal,legal
OP13-033,,Character,Green,3,,5000,,Strike,FILM/Straw Hat Crew,[On K.O.] Rest up to 2 of your opponent's cards.,,kankurou,4,legal,legal
OP13-034,,Character,Green,3,,4000,1000,Slash,FILM/Straw Hat Crew,"[On Play] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active.",,Nekobayashi,4,legal,legal
OP13-035,,Character,Green,5,,7000,,Strike,Minks/FILM/Heart Pirates,[End of Your Turn] Set this Character or up to 1 of your DON!! cards as active.,,touge369,4,legal,legal
OP13-036,,Character,Green,5,,6000,2000,Slash,FILM/Navy,,,touge369,4,legal,legal
OP13-037,,Character,Green,4,,5000,1000,Slash,FILM/Supernovas/Straw Hat Crew,"[On Play] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 2 of your DON!! cards as active. [End of Your Turn] Set this Character as active.",,Hokuyuu,4,legal,legal
OP13-038,,Event,Green,2,,,,,Supernovas/Straw Hat Crew,"[Main] Rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 2 of your DON!! cards as active at the end of this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 5 or less.",,,4,legal,legal
OP13-039,,Event,Green,2,,,,,Fish-Man Island/Supernovas/Straw Hat Crew,[Counter] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Activate this card's [Counter] effect.,,,4,legal,legal
OP13-040,,Event,Green,1,,,,,Supernovas/Straw Hat Crew,[Main] You may rest 2 of your DON!! cards: Up to 2 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase. [Counter] Your Leader gains +3000 power during this battle.,,,4,legal,legal
OP13-041,,Character,Blue,6,,6000,1000,Ranged,Land of Wano/Whitebeard Pirates,[On Play] Draw 2 cards.,,Studio Vigor Co. Ltd,4,legal,legal
OP13-042,,Character,Blue,10,,12000,,Special,The Four Emperors/Whitebeard Pirates,"[Blocker] [On Play] Draw 2 cards and trash 1 card from your hand. Then, give your Leader and 1 Character up to 2 rested DON!! cards each.",,Yoichi Amano,4,legal,legal
OP13-042p1,Alternate Art,Character,Blue,10,,12000,,Special,The Four Emperors/Whitebeard Pirates,"[Blocker] [On Play] Draw 2 cards and trash 1 card from your hand. Then, give your Leader and 1 Character up to 2 rested DON!! cards each.",,akagi,4,legal,legal
OP13-043,,Character,Blue,1,,0,2000,Special,Land of Wano,"[On Play] If you have 3 or less Life cards, draw 2 cards and trash 1 card from your hand.",,COGA,4,legal,legal
OP13-044,,Character,Blue,3,,4000,,Ranged,Whitebeard Pirates,"[When Attacking] Give up to 1 rested DON!! card to your Leader with a type including ""Whitebeard Pirates"" or 1 Character with a type including ""Whitebeard Pirates"". [On K.O.] Draw 1 card.",,Studio Vigor Co. Ltd,4,legal,legal
OP13-045,,Character,Blue,1,,2000,1000,Slash,Whitebeard Pirates,"[When Attacking] If you have 4 or less cards in your hand, draw 1 card.",,Suzume Muraichi,4,legal,legal
OP13-046,,Character,Blue,6,,8000,,Slash,Whitebeard Pirates,"[Double Attack] [Once Per Turn] If this Character would be K.O.'d or would be removed from the field by your opponent's effect, you may trash 1 card with a type including ""Whitebeard Pirates"" from your hand instead.",,KISUKE,4,legal,legal
OP13-047,,Character,Blue,2,,3000,1000,Slash,Whitebeard Pirates,"If your Character with a type including ""Whitebeard Pirates"" would be K.O.'d by your opponent's effect, you may trash this Character instead.",,Aidle Co. Ltd.,4,legal,legal
OP13-048,,Character,Blue,5,,6000,2000,Strike,Whitebeard Pirates,,,Studio Vigor Co. Ltd,4,legal,legal
OP13-049,,Character,Blue,6,,7000,2000,Slash,Whitebeard Pirates,,,Katsuo Tadano,4,legal,legal
OP13-050,,Character,Blue,2,,3000,1000,Strike,Kuja Pirates,"[On Play] If your Leader is [Boa Hancock], play up to 1 [Boa Hancock] with a cost of 3 or less from your hand.",,UGUME,4,legal,legal
OP13-051,,Character,Blue,3,,5000,,Special,The Seven Warlords of the Sea/Kuja Pirates,"[On K.O.] If your Leader is [Boa Hancock] or multicolored, draw 2 cards.",,Haru Miyajima,4,legal,legal
OP13-051p1,Alternate Art,Character,Blue,3,,5000,,Special,The Seven Warlords of the Sea/Kuja Pirates,"[On K.O.] If your Leader is [Boa Hancock] or multicolored, draw 2 cards.",,Naruse Uroko,4,legal,legal
OP13-052,,Character,Blue,5,,4000,1000,Slash,Kuja Pirates,"[Blocker] [On Play] If your Leader is [Boa Hancock], play up to 1 [Boa Hancock] with a cost of 6 or less from your hand.",,SHINRA AGENCY Co. Ltd.,4,legal,legal
OP13-053,,Character,Blue,4,,5000,1000,Strike,Whitebeard Pirates,"[When Attacking] You may trash 1 of your Characters with a type including ""Whitebeard Pirates"": Draw 1 card and this Character gains [Banish] during this turn.",,Aidle Co. Ltd.,4,legal,legal
OP13-054,,Character,Blue,5,,6000,1000,Strike,Land of Wano,"[On Play] If you have 3 or less Life cards, draw 2 cards. Then, give up to 1 rested DON!! card to your Leader.",,Denim2,4,legal,legal
OP13-054p1,Alternate Art,Character,Blue,5,,6000,1000,Strike,Land of Wano,"[On Play] If you have 3 or less Life cards, draw 2 cards. Then, give up to 1 rested DON!! card to your Leader.",,NAKAuMA,4,legal,legal
OP13-055,,Character,Blue,3,,4000,1000,Strike,Whitebeard Pirates,"[When Attacking] If you have 4 or less cards in your hand, all of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power during this turn.",,ASAKI KURODA,4,legal,legal
OP13-056,,Character,Blue,7,,7000,1000,Strike,Giant/Whitebeard Pirates Allies,"[When Attacking] If your Leader's type includes ""Whitebeard Pirates"", draw 1 card.",,nukadokomogera,4,legal,legal
OP13-057,,Event,Blue,1,,,,,Whitebeard Pirates,"[Main] You may rest 1 of your DON!! cards: If you have 1 or less Life cards, your opponent cannot activate [Blocker] whenever your Leader attacks during this turn. [Counter] Your Leader gains +3000 power during this battle.",,,4,legal,legal
OP13-058,,Event,Blue,1,,,,,Former Whitebeard Pirates,[Main] You may rest 1 of your DON!! cards: Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck. [Counter] Your Leader gains +3000 power during this battle.,,,4,legal,legal
OP13-059,,Event,Blue,4,,,,,Whitebeard Pirates,[Main] You may return 1 of your Characters to the owner's hand: Return up to 1 Character with a cost of 6 or less to the owner's hand. [Trigger] Draw 1 card.,,,4,legal,legal
OP13-060,,Character,Purple,2,,3000,1000,Wisdom,Land of Wano/Roger Pirates,"If your Character with a type including ""Roger Pirates"" would be K.O.'d by your opponent's effect, you may trash this Character instead.",,Hatori Kyoka,4,legal,legal
OP13-061,,Character,Purple,3,,3000,1000,Slash,Minks/Roger Pirates,"[On Play] If you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and rest it. Then, K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",,COGA,4,legal,legal
OP13-062,,Character,Purple,5,,6000,1000,Wisdom,Roger Pirates,"[On Play] If you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and set it as active. [When Attacking] Return up to 1 of your opponent's Characters with a base power of 3000 or less to the owner's hand.",,S-KINOKO,4,legal,legal
OP13-063,,Character,Purple,5,,6000,1000,Slash,Land of Wano/Kouzuki Clan/Roger Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and rest it.",,nukadokomogera,4,legal,legal
OP13-064,,Character,Purple,10,,13000,,Slash,King of the Pirates/Roger Pirates,"Your Leader and all of your Characters that do not have a type including ""Roger Pirates"" have their effects negated. [On Play] DON!! −3: Your Leader gains +2000 power until the end of your opponent's next End Phase. Then, give all of your opponent's Characters −2000 power until the end of your opponent's next End Phase.",,Yoichi Amano,4,legal,legal
OP13-064p1,Alternate Art,Character,Purple,10,,13000,,Slash,King of the Pirates/Roger Pirates,"Your Leader and all of your Characters that do not have a type including ""Roger Pirates"" have their effects negated. [On Play] DON!! −3: Your Leader gains +2000 power until the end of your opponent's next End Phase. Then, give all of your opponent's Characters −2000 power until the end of your opponent's next End Phase.",,AKIRA EGAWA,4,legal,legal
OP13-065,,Character,Purple,1,,2000,1000,Slash,Roger Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Roger Pirates"" other than [Shanks] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Studio Vigor Co. Ltd,4,legal,legal
OP13-065p1,Alternate Art,Character,Purple,1,,2000,1000,Slash,Roger Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Roger Pirates"" other than [Shanks] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Bashikou,4,legal,legal
OP13-066,,Character,Purple,8,,9000,,Slash,Roger Pirates,"[Rush] [On Play] If you have any DON!! cards given, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, add up to 1 DON!! card from your DON!! deck and set it as active at the end of this turn.",,Akanegumo,4,legal,legal
OP13-066p1,Alternate Art,Character,Purple,8,,9000,,Slash,Roger Pirates,"[Rush] [On Play] If you have any DON!! cards given, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, add up to 1 DON!! card from your DON!! deck and set it as active at the end of this turn.",,lack,4,legal,legal
OP13-067,,Character,Purple,6,,7000,1000,Slash,Roger Pirates,"[On Play] If your Leader's type includes ""Roger Pirates"", draw 2 cards and trash 1 card from your hand. Then, add up to 1 DON!! card from your DON!! deck and rest it.",,Studio Vigor Co. Ltd,4,legal,legal
OP13-068,,Character,Purple,3,,4000,1000,Special,FILM/Former Roger Pirates,"If you have 8 or more DON!! cards on your field, this Character gains +2000 power. [On Play] If your Leader's type includes ""Roger Pirates"", add up to 1 DON!! card from your DON!! deck and rest it.",,Katsuo Tadano,4,legal,legal
OP13-069,,Character,Purple,2,,2000,1000,Wisdom,Fish-Man/Water Seven,[On Play] DON!! −1: Add up to 1 Stage card with a cost of 3 or less from your trash to your hand.,,tasaka,4,legal,legal
OP13-070,,Character,Purple,5,,7000,1000,Slash,Homies/Big Mom Pirates,,,SHINRA AGENCY Co. Ltd.,4,legal,legal
OP13-071,,Character,Purple,3,,3000,2000,Slash,Minks/Roger Pirates,"[On Play] If you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with 3000 base power or less.",,Suzume Muraichi,4,legal,legal
OP13-072,,Character,Purple,2,,2000,2000,Slash,Roger Pirates,"[On Play] If your Leader's type includes ""Roger Pirates"" and you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and rest it.",,COGA,4,legal,legal
OP13-073,,Character,Purple,5,,6000,2000,Special,Homies/Big Mom Pirates,,,Nakamaru,4,legal,legal
OP13-074,,Character,Purple,4,,5000,1000,Special,Homies/Big Mom Pirates,[On Play] Play up to 1 {Homies} type Character card with 3000 power or less from your hand.,,Nakamaru,4,legal,legal
OP13-075,,Event,Purple,1,,,,,King of the Pirates/Roger Pirates,"[Main] You may rest 1 of your DON!! cards: If your Leader is [Gol.D.Roger] and you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and rest it. [Counter] Your Leader gains +3000 power during this battle.",,,4,legal,legal
OP13-076,,Event,Purple,0,,,,,King of the Pirates/Roger Pirates,"[Main] You may rest 5 of your DON!! cards: If you have any DON!! cards given, give up to 1 of your opponent's Characters −8000 power during this turn. [Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.",,,4,legal,legal
OP13-076p1,Alternate Art,Event,Purple,0,,,,,King of the Pirates/Roger Pirates,"[Main] You may rest 5 of your DON!! cards: If you have any DON!! cards given, give up to 1 of your opponent's Characters −8000 power during this turn. [Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.",,,4,legal,legal
OP13-077,,Event,Purple,1,,,,,Former Roger Pirates,"[Main] You may rest 3 of your DON!! cards: If you have any DON!! cards given, K.O. up to 1 of your opponent's Characters with 4000 base power or less and up to 1 of your opponent's Characters with 3000 base power or less. [Counter] Your Leader gains +3000 power during this turn.",,,4,legal,legal
OP13-078,,Stage,Purple,1,,,,,Roger Pirates,"[Once Per Turn] When your Character with a type including ""Roger Pirates"" is removed from the field by your opponent's effect, add up to 1 DON!! card from your DON!! deck and rest it.",,,4,legal,legal
OP13-079,,Leader,Black,,4,5000,,card.attribute.?,?,"Under the rules of this game, you cannot include Events with a cost of 2 or more in your deck and at the start of the game, play up to 1 {Mary Geoise} type Stage card from your deck. [Activate: Main] [Once Per Turn] You may trash 1 of your {Celestial Dragons} type Characters or 1 card from your hand: Draw 1 card.",,Takashi Kojima,4,legal,legal
OP13-079p1,Alternate Art,Leader,Black,,4,5000,,card.attribute.?,?,"Under the rules of this game, you cannot include Events with a cost of 2 or more in your deck and at the start of the game, play up to 1 {Mary Geoise} type Stage card from your deck. [Activate: Main] [Once Per Turn] You may trash 1 of your {Celestial Dragons} type Characters or 1 card from your hand: Draw 1 card.",,,4,legal,legal
OP13-080,,Character,Black,6,,5000,1000,Slash,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Rush]. [When Attacking] If you have 10 or more cards in your trash, give up to 1 of your opponent's Characters −2000 power during this turn.",,DAI-XT.,4,legal,legal
OP13-080p1,Alternate Art,Character,Black,6,,5000,1000,Slash,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Rush]. [When Attacking] If you have 10 or more cards in your trash, give up to 1 of your opponent's Characters −2000 power during this turn.",,Gege Akutami,4,legal,legal
OP13-080p2,Alternate Art,Character,Black,6,,5000,1000,Slash,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Rush]. [When Attacking] If you have 10 or more cards in your trash, give up to 1 of your opponent's Characters −2000 power during this turn.",,Gege Akutami,4,legal,legal
OP13-081,,Character,Black,5,,6000,1000,Strike,Dressrosa/Revolutionary Army,"If your Leader has the {Revolutionary Army} type, this Character gains +3 cost. [Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,Morechand,4,legal,legal
OP13-082,,Character,Black,10,,12000,,Slash/Special,Celestial Dragons/Five Elders,"[Activate: Main] If your Leader is [Imu], you may rest 1 of your DON!! cards and trash 1 card from your hand: Trash all of your Characters and play up to 5 {Five Elders} type Character cards with 5000 power and different card names from your trash.",,DAI-XT.,4,legal,legal
OP13-082p1,Alternate Art,Character,Black,10,,12000,,Slash/Special,Celestial Dragons/Five Elders,"[Activate: Main] If your Leader is [Imu], you may rest 1 of your DON!! cards and trash 1 card from your hand: Trash all of your Characters and play up to 5 {Five Elders} type Character cards with 5000 power and different card names from your trash.",,Hayaken-sarena,4,legal,legal
OP13-083,,Character,Black,4,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects. [On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Five Elders} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Hokuyuu,4,legal,legal
OP13-083p1,Alternate Art,Character,Black,4,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects. [On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Five Elders} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Gege Akutami,4,legal,legal
OP13-083p2,Alternate Art,Character,Black,4,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects. [On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Five Elders} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Gege Akutami,4,legal,legal
OP13-084,,Character,Black,7,,5000,2000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects. [Your Turn] If you have 10 or more cards in your trash, set the base power of all of your {Five Elders} type Characters to 7000.",,shosuke,4,legal,legal
OP13-084p1,Alternate Art,Character,Black,7,,5000,2000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects. [Your Turn] If you have 10 or more cards in your trash, set the base power of all of your {Five Elders} type Characters to 7000.",,Gege Akutami,4,legal,legal
OP13-084p2,Alternate Art,Character,Black,7,,5000,2000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects. [Your Turn] If you have 10 or more cards in your trash, set the base power of all of your {Five Elders} type Characters to 7000.",,Gege Akutami,4,legal,legal
OP13-085,,Character,Black,2,,4000,1000,Ranged,Celestial Dragons,,,HISASHI HUJIWARA,4,legal,legal
OP13-086,,Character,Black,1,,0,1000,Ranged,Celestial Dragons,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Celestial Dragons} type card other than [Saint Shalria] and add it to your hand. Then, trash the rest and trash 1 card from your hand.",,Morechand,4,legal,legal
OP13-087,,Character,Black,2,,0,1000,Ranged,Celestial Dragons,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Trash 1 card from the top of your deck.",,kankurou,4,legal,legal
OP13-088,,Character,Black,5,,6000,2000,Wisdom,Revolutionary Army,,,Morechand,4,legal,legal
OP13-089,,Character,Black,4,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Blocker]. [On K.O.] Draw 1 card.",,Hayaken-sarena,4,legal,legal
OP13-089p1,Alternate Art,Character,Black,4,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Blocker]. [On K.O.] Draw 1 card.",,Gege Akutami,4,legal,legal
OP13-089p2,Alternate Art,Character,Black,4,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Blocker]. [On K.O.] Draw 1 card.",,Gege Akutami,4,legal,legal
