card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
EB01-031p1,Alternate Art,Character,Purple,5,,5000,1000,Wisdom,Water Seven/Galley-La Company,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, add up to 2 Character cards with a cost of 4 or less from your trash to your hand.",,Hatori Kyoka,2,legal,legal
EB01-032,,Character,Purple,5,,7000,1000,Strike,Animal/Impel Down,,,tatsuya,2,legal,legal
EB01-033,,Character,Purple,4,,5000,1000,Strike,Water Seven,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, play up to 1 {Water Seven} type Character card with a cost of 5 other than [Blueno] from your hand or trash.",,ASAKI KURODA,2,legal,legal
EB01-034,,Character,Purple,3,,4000,1000,Slash,Baroque Works,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Your Opponent's Attack] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes ""Baroque Works"", add up to 1 DON!! card from your DON!! deck and set it as active.",,Bashikou,2,legal,legal
EB01-034p1,Alternate Art,Character,Purple,3,,4000,1000,Slash,Baroque Works,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Your Opponent's Attack] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes ""Baroque Works"", add up to 1 DON!! card from your DON!! deck and set it as active.",,Yosuke Adachi,2,legal,legal
EB01-035,,Character,Purple,3,,5000,,Strike,Baroque Works,"[On Play] If your Leader's type includes ""Baroque Works"", up to 1 of your Leader or Character cards gains +1000 power during this turn. [Trigger] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.",,Anderson,2,legal,legal
EB01-036,,Character,Purple,4,,5000,,Strike,Impel Down/Jailer Beast,"[Rush] (This card can attack on the turn in which it is played.) [On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,Studio Vigor Co. Ltd,2,legal,legal
EB01-037,,Character,Purple,3,,4000,1000,Strike,Baroque Works,[On Your Opponent's Attack] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,,tasaka,2,legal,legal
EB01-038,,Event,Purple,1,,,,,Baroque Works,"[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader's type includes ""Baroque Works"", select 1 of your Characters. Change the attack target to the selected Character. [Trigger] DON!! −1: Draw 2 cards.",,,2,legal,legal
EB01-039,,Event,Purple,5,,,,,The Four Emperors/Animal Kingdom Pirates,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 8 or less. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,,,2,legal,legal
EB01-040,,Leader,Black/Yellow,,4,5000,,Slash,Dressrosa,[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a cost of 0.,,,2,legal,legal
EB01-040p1,Alternate Art,Leader,Black/Yellow,,4,5000,,Slash,Dressrosa,[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a cost of 0.,,Koushi Rokushiro,2,legal,legal
EB01-041,,Character,Black,6,,8000,1000,Wisdom,Former Roger Pirates,,,Nekobayashi,2,legal,legal
EB01-042,,Character,Black,2,,0,1000,Wisdom,Dressrosa,"[Activate: Main] You may trash this Character: Play up to 1 {Dressrosa} type Character card with a cost of 3 or less other than [Scarlet] from your hand rested. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",,Hagane Tsurugi,2,legal,legal
EB01-043,,Character,Black,3,,2000,1000,Wisdom,CP9,"[On Play] You may place 3 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: Play up to 1 Character card with a type including ""CP"" and a cost of 4 or less other than [Spandine] from your trash rested.",,Amano Yoichi,2,legal,legal
EB01-044,,Character,Black,1,,1000,1000,Slash,CP9,[Activate: Main] You may rest this Character: Up to 1 of your [Spandam] Characters gains +3000 power during this turn.,,kankurou,2,legal,legal
EB01-045,,Character,Black,3,,4000,1000,Slash,Rumbar Pirates,"[On Play] If your opponent has a Character with a cost of 0, this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,HISASHI HUJIWARA,2,legal,legal
EB01-046,,Character,Black,3,,4000,1000,Slash,Straw Hat Crew,"[On Play]/[When Attacking] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.",,BISAI,2,legal,legal
EB01-046p1,Alternate Art,Character,Black,3,,4000,1000,Slash,Straw Hat Crew,"[On Play]/[When Attacking] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.",,Nijihayashi,2,legal,legal
EB01-047,,Character,Black,2,,4000,,Strike,Animal,"[Once Per Turn] When a Character is K.O.'d, draw 1 card and trash 1 card from your hand.",,shosuke,2,legal,legal
EB01-048,,Character,Black,4,,5000,1000,Strike,Animal,[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −4 cost during this turn.,,S-KINOKO,2,legal,legal
EB01-048p1,Alternate Art,Character,Black,4,,5000,1000,Strike,Animal,[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −4 cost during this turn.,,SOWSOW,2,legal,legal
EB01-049,,Character,Black,5,,5000,2000,Slash,Water Seven/Navy,[On Play] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,,eiji kaneda,2,legal,legal
EB01-049p1,Alternate Art,Character,Black,5,,5000,2000,Slash,Water Seven/Navy,[On Play] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,,Hayaken-sarena,2,legal,legal
EB01-050,,Event,Black,3,,,,,Straw Hat Crew,"[Counter] If you have 30 or more cards in your trash, add up to 1 card from the top of your deck to the top of your Life cards.",,,2,legal,legal
EB01-051,,Event,Black,4,,,,,CP9,[Main] You may trash 2 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. [Trigger] Activate this card's [Main] effect.,,,2,legal,legal
EB01-052,,Character,Yellow,2,,0,1000,Special,Dressrosa,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Choose one: • Look at all of your opponent's Life cards and place them back in their Life area in any order. • Turn all of your Life cards face-down.",,otton,2,legal,legal
EB01-052p1,Alternate Art,Character,Yellow,2,,0,1000,Special,Dressrosa,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Choose one: • Look at all of your opponent's Life cards and place them back in their Life area in any order. • Turn all of your Life cards face-down.",,NIJIMAARC,2,legal,legal
EB01-053,,Character,Yellow,3,,5000,,Special,Scientist,[On Play] Place up to 1 of your opponent's Characters with a cost of 3 or less at the top or bottom of your opponent's Life cards face-up. [Trigger] Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,,Ryuda,2,legal,legal
EB01-054,,Character,Yellow,3,,4000,1000,Slash,Sky Island,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If your opponent has 1 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",,UGUME,2,legal,legal
EB01-055,,Character,Yellow,7,,9000,1000,Wisdom,Big Mom Pirates,,,Akihiro MIYANO,2,legal,legal
EB01-056,,Character,Yellow,1,,1000,2000,Special,Big Mom Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Draw 1 card.,,Haru Miyajima,2,legal,legal
EB01-056p1,Alternate Art,Character,Yellow,1,,1000,2000,Special,Big Mom Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Draw 1 card.,,Norikoi,2,legal,legal
EB01-057,,Character,Yellow,2,,0,1000,Wisdom,Merfolk,"When this Character is K.O.'d by your opponent's effect, add up to 1 card from the top of your deck to the top of your Life cards. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Bashikou,2,legal,legal
EB01-057p1,Alternate Art,Character,Yellow,2,,0,1000,Wisdom,Merfolk,"When this Character is K.O.'d by your opponent's effect, add up to 1 card from the top of your deck to the top of your Life cards. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,otton,2,legal,legal
EB01-058,,Character,Yellow,2,,3000,1000,Strike,Monkey Mountain Alliance,"[DON!! x1] [Your Turn] If you have 2 or less Life cards, this Character gains +2000 power.",,Aidle Co. Ltd.,2,legal,legal
EB01-059,,Event,Yellow,6,,,,,Sky Island,"[Main] K.O. up to 1 of your opponent's Characters. Then, trash cards from the top of your Life cards until you have 1 Life card. [Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.",,,2,legal,legal
EB01-060,,Event,Yellow,4,,,,,Sky Island,"[Main] Play up to 1 [Enel] with a cost of 7 or less from your hand or trash. Then, trash cards from the top of your Life cards until you have 1 Life card. [Trigger] Draw 2 cards and trash 1 card from your hand.",,,2,legal,legal
EB01-061,,Character,Purple,4,,1000,1000,Special,Former Baroque Works,[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active. [When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn.,,tunbolt,2,legal,legal
EB01-061p1,Alternate Art,Character,Purple,4,,1000,1000,Special,Former Baroque Works,[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active. [When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn.,,Sunohara,2,legal,legal
