card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP02-008,,Character,Red,4,,4000,2000,Strike,Whitebeard Pirates,"[DON!! x1] If you have 2 or less Life cards and your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush]. (This card can attack on the turn in which it is played.)",,Nijihayashi,1,not legal,legal
OP02-009,,Character,Red,3,,5000,,Slash,Whitebeard Pirates Allies,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn and add 1 card from the top of your Life cards to your hand.",,Hayaken-sarena,1,not legal,legal
OP02-009p1,Full Art,Character,Red,3,,5000,,Slash,Whitebeard Pirates Allies,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn and add 1 card from the top of your Life cards to your hand.",,Hayaken-sarena,1,not legal,legal
OP02-010,,Character,Red,1,,2000,1000,Slash,Mountain Bandits,[Activate: Main] You may rest this Character: Play up to 1 red Character other than [Dogura] with a cost of 1 from your hand.,,Nekobayashi,1,not legal,legal
OP02-011,,Character,Red,3,,3000,1000,Slash,Whitebeard Pirates,[On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.,,BISAI,1,not legal,legal
OP02-012,,Character,Red,2,,3000,,Slash,Whitebeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Misa Tsutsui,1,not legal,legal
OP02-013,,Character,Red,7,,7000,,Special,Whitebeard Pirates,"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,,1,legal,legal
OP02-013p1,Alternate Art,Character,Red,7,,7000,,Special,Whitebeard Pirates,"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,,1,legal,legal
OP02-013p2,Manga Art,Character,Red,7,,7000,,Special,Whitebeard Pirates,"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,,,legal,legal
OP02-014,,Character,Red,1,,2000,1000,Slash,Whitebeard Pirates Allies,[DON!! x1] This Character can also attack your opponent's active Characters.,,Hashimoto Q,1,not legal,legal
OP02-015,,Character,Red,1,,0,2000,Wisdom,Windmill Village,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,,,1,not legal,legal
OP02-016,,Character,Red,1,,2000,1000,Slash,Mountain Bandits,[On Play] Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,,Nekobayashi,1,not legal,legal
OP02-017,,Character,Red,2,,3000,2000,Wisdom,Spade Pirates,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.,,,1,not legal,legal
OP02-017p1,Alternate Art,Character,Red,2,,3000,2000,Wisdom,Spade Pirates,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.,,,1,not legal,legal
OP02-018,,Character,Red,4,,5000,1000,Special,Whitebeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",,otumami,1,not legal,legal
OP02-018p1,Alternate Art,Character,Red,4,,5000,1000,Special,Whitebeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",,Nakano Haito,1,not legal,legal
OP02-019,,Character,Red,3,,4000,1000,Strike,Whitebeard Pirates,"[DON!! x1] [Your Turn] All of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power.",,BISAI,1,not legal,legal
OP02-020,,Character,Red,7,,9000,1000,Strike,Giant/Whitebeard Pirates Allies,,,Nekobayashi,1,not legal,legal
OP02-021,,Event,Red,1,,,,,The Four Emperors/Whitebeard Pirates,"[Main] If your Leader's type includes ""Whitebeard Pirates"", K.O. up to 1 of your opponent's Characters with 3000 power or less. [Trigger] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.",,,1,not legal,legal
OP02-022,,Event,Red,1,,,,,Whitebeard Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 Character card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,1,not legal,legal
OP02-023,,Event,Red,1,,,,,The Four Emperors/Whitebeard Pirates,"[Main] If you have 3 or less Life cards, you cannot add Life cards to your hand using your own effects during this turn. [Trigger] Up to 1 of your Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-024,,Stage,Red,2,,,,,Whitebeard Pirates,"[Your Turn] If you have 1 or less Life cards, your [Edward.Newgate] and all your Characters with a type including ""Whitebeard Pirates"" gain +2000 power. [Trigger] Play this card.",,,1,not legal,legal
OP02-025,,Leader,Green,,5,5000,,Slash,Land of Wano/The Akazaya Nine,"[Activate: Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a {Land of Wano} type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1.",,,1,not legal,legal
OP02-025p1,Alternate Art,Leader,Green,,5,5000,,Slash,Land of Wano/The Akazaya Nine,"[Activate: Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a {Land of Wano} type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1.",,,1,not legal,legal
OP02-026,,Leader,Green/Blue,,4,5000,,Strike,Straw Hat Crew,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active.",,,1,not legal,legal
OP02-026p1,Alternate Art,Leader,Green/Blue,,4,5000,,Strike,Straw Hat Crew,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active.",,,1,not legal,legal
OP02-027,,Character,Green,3,,4000,1000,Slash,Minks/Land of Wano/The Akazaya Nine,"If all of your DON!! cards are rested, this Character cannot be removed from the field by your opponent's effects.",,kankurou,1,not legal,legal
OP02-028,,Character,Green,3,,5000,1000,Ranged,FILM/Straw Hat Crew,,,,1,not legal,legal
OP02-029,,Character,Green,5,,5000,2000,Special,Minks,[End of Your Turn] Set up to 1 of your DON!! cards as active.,,Suzume Muraichi,1,not legal,legal
OP02-030,,Character,Green,8,,8000,,Slash,Land of Wano/Kouzuki Clan,"[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.): Set this Character as active. [On K.O.] Play up to 1 green {Land of Wano} type Character card with a cost of 3 from your deck. Then, shuffle your deck.",,Misa Matoki,1,not legal,legal
OP02-030p1,Alternate Art,Character,Green,8,,8000,,Slash,Land of Wano/Kouzuki Clan,"[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.): Set this Character as active. [On K.O.] Play up to 1 green {Land of Wano} type Character card with a cost of 3 from your deck. Then, shuffle your deck.",,TAPIOCA,1,not legal,legal
OP02-031,,Character,Green,1,,0,1000,Wisdom,Land of Wano/Kouzuki Clan,"If you have a [Kouzuki Oden] Character, this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,SHIE NANAHARA,1,not legal,legal
OP02-031p1,Full Art,Character,Green,1,,0,1000,Wisdom,Land of Wano/Kouzuki Clan,"If you have a [Kouzuki Oden] Character, this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,SHIE NANAHARA,1,not legal,legal
OP02-032,,Character,Green,2,,3000,1000,Slash,Minks,[On Play] ② (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Minks} type Characters with a cost of 5 or less as active.,,Hatori Kyoka,1,not legal,legal
OP02-033,,Character,Green,2,,4000,1000,Strike,FILM/Fish-Man/Straw Hat Crew,,,,1,not legal,legal
OP02-034,,Character,Green,2,,2000,2000,Wisdom,FILM/Animal/Straw Hat Crew,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,,,1,not legal,legal
OP02-035,,Character,Green,2,,3000,1000,Slash,FILM/Supernovas/Heart Pirates,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may return this Character to the owner's hand: Play up to 1 Character with a cost of 3 from your hand.,,,1,not legal,legal
OP02-036,,Character,Green,3,,5000,,Special,FILM/Straw Hat Crew,"[On Play]/[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,1,not legal,legal
OP02-036p1,Alternate Art,Character,Green,3,,5000,,Special,FILM/Straw Hat Crew,"[On Play]/[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,1,not legal,legal
OP02-037,,Character,Green,3,,4000,1000,Strike,FILM/Straw Hat Crew,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 2 or less from your hand.,,,1,not legal,legal
OP02-038,,Character,Green,3,,4000,,Slash,Minks/Land of Wano/The Akazaya Nine,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Hayaken-sarena,1,not legal,legal
OP02-039,,Character,Green,5,,7000,1000,Special,FILM/Straw Hat Crew,,,,1,not legal,legal
OP02-040,,Character,Green,4,,5000,1000,Slash,FILM/Straw Hat Crew,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 3 or less from your hand.,,,1,not legal,legal
OP02-041,,Character,Green,7,,7000,,Strike,FILM/Supernovas/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 4 or less from your hand.",,,1,not legal,legal
OP02-041p1,Alternate Art,Character,Green,7,,7000,,Strike,FILM/Supernovas/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 4 or less from your hand.",,Makitoshi,1,not legal,legal
OP02-042,,Character,Green,4,,6000,,Strike,Land of Wano,Also treat this card's name as [Kouzuki Oden] according to the rules. [On Play] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,,NIJIMAARC,1,not legal,legal
OP02-043,,Character,Green,4,,6000,1000,Slash,FILM/Supernovas/Straw Hat Crew,,,,1,not legal,legal
OP02-044,,Character,Green,2,,3000,1000,Slash,Minks,[On Play] Play up to 1 {Minks} type Character card other than [Wanda] with a cost of 3 or less from your hand.,,Suzume Muraichi,1,not legal,legal
OP02-045,,Event,Green,3,,,,,FILM/Supernovas/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand. [Trigger] Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less.",,,1,not legal,legal
OP02-046,,Event,Green,2,,,,,FILM/Straw Hat Crew,[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.,,,1,not legal,legal
OP02-047,,Event,Green,1,,,,,Land of Wano/Kouzuki Clan,[Main] Rest up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,,,1,not legal,legal
OP02-048,,Stage,Green,1,,,,,Land of Wano,[Activate: Main] You may trash 1 {Land of Wano} type card from your hand and rest this Stage: Set up to 1 of your DON!! cards as active.,,,1,not legal,legal
OP02-049,,Leader,Blue,,5,5000,,Special,Impel Down/Revolutionary Army,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",,,1,not legal,legal
OP02-049p1,Alternate Art,Leader,Blue,,5,5000,,Special,Impel Down/Revolutionary Army,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",,,1,not legal,legal
OP02-050,,Character,Blue,4,,5000,1000,Slash,Impel Down/Revolutionary Army,"If you have 1 or less cards in your hand, this Character gains +2000 power. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Suzume Muraichi,1,not legal,legal
OP02-051,,Character,Blue,7,,7000,,Special,Impel Down/Revolutionary Army,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue {Impel Down} type Character card with a cost of 6 or less from your hand.,,akagi,1,not legal,legal
OP02-051p1,Alternate Art,Character,Blue,7,,7000,,Special,Impel Down/Revolutionary Army,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue {Impel Down} type Character card with a cost of 6 or less from your hand.,,EBIMO,1,not legal,legal
OP02-052,,Character,Blue,2,,3000,1000,Slash,Buggy Pirates,"[On Play] If you have [Mohji], draw 2 cards and trash 1 card from your hand.",,Studio Vigor Co. Ltd,1,not legal,legal
OP02-053,,Character,Blue,5,,7000,1000,Special,Impel Down/Former Baroque Works,,,Akihiro MIYANO,1,not legal,legal
OP02-054,,Character,Blue,4,,6000,1000,Special,The Seven Warlords of the Sea/Thriller Bark Pirates,,,nukadokomogera,1,not legal,legal
OP02-055,,Character,Blue,6,,8000,1000,Slash,The Seven Warlords of the Sea,,,BISAI,1,not legal,legal
OP02-056,,Character,Blue,1,,2000,,Special,The Seven Warlords of the Sea/Donquixote Pirates,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order. [DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.,,Mitsuaki Matsumoto,1,not legal,legal
OP02-057,,Character,Blue,3,,3000,1000,Strike,The Seven Warlords of the Sea/Revolutionary Army,"[On Play] Look at 2 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,Misa Tsutsui,1,not legal,legal
OP02-058,,Character,Blue,1,,2000,1000,Slash,Impel Down/Buggy Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue {Impel Down} type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Denim2,1,not legal,legal
OP02-058p1,Alternate Art,Character,Blue,1,,2000,1000,Slash,Impel Down/Buggy Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue {Impel Down} type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Ryuda,1,not legal,legal
OP02-059,,Character,Blue,4,,5000,1000,Special,Impel Down/The Seven Warlords of the Sea/Kuja Pirates,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",,nuisuke,1,not legal,legal
OP02-059p1,Full Art,Character,Blue,4,,5000,1000,Special,Impel Down/The Seven Warlords of the Sea/Kuja Pirates,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",,nuisuke,1,not legal,legal
OP02-060,,Character,Blue,1,,3000,1000,Wisdom,Buggy Pirates,,,Anderson,1,not legal,legal
OP02-061,,Character,Blue,4,,5000,1000,Special,Giant/Revolutionary Army,"[When Attacking] If you have 1 or less cards in your hand, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",,kankurou,1,not legal,legal
OP02-062,,Character,Blue,6,,7000,,Strike,Impel Down/Straw Hat Crew,"[On Play]/[When Attacking] You may trash 2 cards from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn. (This card deals 2 damage.)",,otumami,1,not legal,legal
OP02-062p1,Alternate Art,Character,Blue,6,,7000,,Strike,Impel Down/Straw Hat Crew,"[On Play]/[When Attacking] You may trash 2 cards from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn. (This card deals 2 damage.)",,AKIRA EGAWA,1,not legal,legal
OP02-063,,Character,Blue,1,,1000,1000,Slash,Impel Down/Former Baroque Works,[On Play] Add up to 1 blue Event card with a cost of 1 from your trash to your hand.,,TAPIOCA,1,not legal,legal
OP02-064,,Character,Blue,5,,5000,2000,Strike,Impel Down/Former Baroque Works,"[DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck. Then, at the end of this battle, place this Character at the bottom of the owner's deck.",,phima,1,not legal,legal
OP02-065,,Character,Blue,4,,5000,1000,Special,Impel Down/Former Baroque Works,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [End of Your Turn] You may trash 1 card from your hand: Set this Character as active.",,Anderson,1,not legal,legal
OP02-066,,Event,Blue,1,,,,,Impel Down,"[Main] You may trash 2 cards from your hand: If your Leader has the {Impel Down} type, draw up to 2 cards. [Trigger] Draw 2 cards.",,,1,not legal,legal
OP02-067,,Event,Blue,2,,,,,Fish-Man/Impel Down,[Main] Return up to 1 Character with a cost of 4 or less to the owner's hand. [Trigger] Activate this card's [Main] effect.,,,1,not legal,legal
OP02-068,,Event,Blue,0,,,,,Impel Down/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand.,,,4,legal,legal
OP02-069,,Event,Blue,3,,,,,Impel Down/Revolutionary Army,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, draw cards so that you have 2 cards in your hand. [Trigger] Return up to 1 Character with a cost of 7 or less to the owner's hand.",,,1,not legal,legal
OP02-070,,Stage,Blue,1,,,,,Impel Down,"[Activate: Main] You may rest this Stage: If your Leader is [Emporio.Ivankov], draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",,,1,not legal,legal
OP02-071,,Leader,Purple,,5,5000,,Special,Impel Down,"[Your Turn] [Once Per Turn] When a DON!! card on the field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-071p1,Alternate Art,Leader,Purple,,5,5000,,Special,Impel Down,"[Your Turn] [Once Per Turn] When a DON!! card on the field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-072,,Leader,Purple/Black,,4,5000,,Strike,FILM/Neo Navy,"[When Attacking] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-072p1,Alternate Art,Leader,Purple/Black,,4,5000,,Strike,FILM/Neo Navy,"[When Attacking] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-073,,Character,Purple,3,,3000,2000,Wisdom,Impel Down,[On Play] Play up to 1 {Jailer Beast} type Character card from your hand.,,phima,1,not legal,legal
OP02-073p1,Alternate Art,Character,Purple,3,,3000,2000,Wisdom,Impel Down,[On Play] Play up to 1 {Jailer Beast} type Character card from your hand.,,Hashimoto Q,1,not legal,legal
OP02-074,,Character,Purple,1,,2000,1000,Wisdom,Impel Down,"Your [Blugori] gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Suzume Muraichi,1,not legal,legal
OP02-075,,Character,Purple,2,,3000,2000,Slash,FILM/Golden Lion Pirates,,[Trigger] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,Anderson,1,not legal,legal
OP02-076,,Character,Purple,4,,5000,1000,Slash,Impel Down,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,,shosuke,1,not legal,legal
OP02-077,,Character,Purple,3,,5000,1000,Slash,Animal Kingdom Pirates/SMILE,,,NIJIMAARC,1,not legal,legal
OP02-078,,Character,Purple,3,,5000,,Ranged,Animal Kingdom Pirates/SMILE,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 {SMILE} type Character card other than [Daifugo] with a cost of 3 or less from your hand.,,Akihiro MIYANO,1,not legal,legal
OP02-079,,Character,Purple,5,,6000,1000,Special,FILM/The Pirates Fest,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.,,Nijihayashi,1,not legal,legal
OP02-080,,Character,Purple,2,,4000,1000,Strike,Animal Kingdom Pirates/SMILE,,,shosuke,1,not legal,legal
OP02-081,,Character,Purple,2,,2000,1000,Wisdom,Impel Down,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,UGUME,1,not legal,legal
OP02-082,,Character,Purple,8,,8000,,Strike,World Pirates,[Activate: Main] DON!! −8 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +792000 power during this turn.,,,1,not legal,legal
OP02-083,,Character,Purple,1,,2000,1000,Slash,Impel Down,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Impel Down} type card other than [Hannyabal] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Hayaken-sarena,1,not legal,legal
OP02-084,,Character,Purple,1,,3000,1000,Slash,Animal/Impel Down,,,KISUKE,1,not legal,legal
OP02-085,,Character,Purple,5,,6000,,Special,Impel Down,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck. [Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",,,1,not legal,legal
OP02-085p1,Alternate Art,Character,Purple,5,,6000,,Special,Impel Down,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck. [Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",,Studio Vigor Co. Ltd,1,not legal,legal
OP02-086,,Character,Purple,4,,5000,1000,Strike,Impel Down/Jailer Beast,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,touge369,1,not legal,legal
OP02-086p1,Full Art,Character,Purple,4,,5000,1000,Strike,Impel Down/Jailer Beast,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,touge369,1,not legal,legal
OP02-087,,Character,Purple,4,,5000,1000,Strike,Impel Down/Jailer Beast,"[Double Attack] (This card deals 2 damage.) [On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,KISUKE,1,not legal,legal
OP02-088,,Character,Purple,4,,6000,1000,Strike,Animal/Impel Down,,,HISASHI HUJIWARA,1,not legal,legal
OP02-089,,Event,Purple,2,,,,,Impel Down,"[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn. [Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",,,1,not legal,legal
OP02-090,,Event,Purple,1,,,,,Impel Down,"[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −3000 power during this turn. [Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",,,1,not legal,legal
OP02-091,,Event,Purple,3,,,,,Impel Down,"[Main] Add up to 1 DON!! card from your DON!! deck and set it as active. [Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",,,1,not legal,legal
OP02-092,,Stage,Purple,1,,,,,Impel Down,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Impel Down} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,1,not legal,legal
OP02-093,,Leader,Black,,5,5000,,Special,Navy,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-093p1,Alternate Art,Leader,Black,,5,5000,,Special,Navy,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",,,1,not legal,legal
OP02-094,,Character,Black,3,,4000,1000,Slash,Navy,"[DON!! x1] [Once Per Turn] When this Character battles and K.O.'s your opponent's Character, set this Character as active.",,,1,not legal,legal
OP02-095,,Character,Black,5,,6000,1000,Slash,Navy,"If there is a Character with a cost of 0, this Character gains [Banish]. (When this card deals damage, the target card is trashed without activating its Trigger.)",,nukadokomogera,1,not legal,legal
OP02-096,,Character,Black,4,,5000,,Special,Navy,[On Play] Draw 1 card. [When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,Makitoshi,1,not legal,legal
OP02-096p1,Alternate Art,Character,Black,4,,5000,,Special,Navy,[On Play] Draw 1 card. [When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,tatsuya,1,not legal,legal
OP02-097,,Character,Black,1,,3000,1000,Slash,Navy,,,kankurou,1,not legal,legal
