card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP03-022,,Leader,Green/Yellow,,4,5000,,Slash,Fish-Man/East Blue/Arlong Pirates,[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.,,,1,not legal,legal
OP03-022p1,Alternate Art,Leader,Green/Yellow,,4,5000,,Slash,Fish-Man/East Blue/Arlong Pirates,[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.,,Anderson,1,not legal,legal
OP03-023,,Character,Green,1,,3000,1000,Strike,East Blue/Alvida Pirates,,,phima,1,not legal,legal
OP03-024,,Character,Green,4,,5000,1000,Strike,East Blue/Krieg Pirates,"[On Play] If your Leader has the {East Blue} type, rest up to 2 of your opponent's Characters with a cost of 4 or less.",,,1,not legal,legal
OP03-024p1,Alternate Art,Character,Green,4,,5000,1000,Strike,East Blue/Krieg Pirates,"[On Play] If your Leader has the {East Blue} type, rest up to 2 of your opponent's Characters with a cost of 4 or less.",,Makitoshi,1,not legal,legal
OP03-025,,Character,Green,6,,7000,,Ranged,East Blue/Krieg Pirates,[On Play] You may trash 1 card from your hand: K.O. up to 2 of your opponent's rested Characters with a cost of 4 or less. [DON!! x1] This Character gains [Double Attack]. (This card deals 2 damage.),,Ryuda,1,not legal,legal
OP03-025p1,Alternate Art,Character,Green,6,,7000,,Ranged,East Blue/Krieg Pirates,[On Play] You may trash 1 card from your hand: K.O. up to 2 of your opponent's rested Characters with a cost of 4 or less. [DON!! x1] This Character gains [Double Attack]. (This card deals 2 damage.),,Studio Vigor Co. Ltd,1,not legal,legal
OP03-026,,Character,Green,4,,3000,1000,Strike,Fish-Man/East Blue/Arlong Pirates,"[On Play] If your Leader has the {East Blue} type, rest up to 1 of your opponent's Characters. [Trigger] Play this card.",,Nekobayashi,1,not legal,legal
OP03-027,,Character,Green,3,,4000,1000,Slash,East Blue/Black Cat Pirates,"[On Play] If your Leader has the {East Blue} type, rest up to 1 of your opponent's Characters with a cost of 2 or less and, if you don't have [Buchi], play up to 1 [Buchi] from your hand.",,Minato Sashima,1,not legal,legal
OP03-028,,Character,Green,5,,6000,,Special,East Blue/Black Cat Pirates,[On Play] Choose one: - Set up to 1 of your {East Blue} type Leader or Character cards with a cost of 6 or less as active. - Rest this Character and up to 1 of your opponent's Characters.,,,1,not legal,legal
OP03-029,,Character,Green,4,,3000,1000,Ranged,Fish-Man/East Blue/Arlong Pirates,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Play this card.,,Misa Matoki,1,not legal,legal
OP03-030,,Character,Green,2,,2000,1000,Wisdom,East Blue/Arlong Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 green {East Blue} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card.",,nuisuke,1,not legal,legal
OP03-031,,Character,Green,2,,2000,1000,Strike,East Blue/Krieg Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Hayaken-sarena,1,not legal,legal
OP03-032,,Character,Green,3,,5000,,Slash,East Blue/Buggy Pirates,This Character cannot be K.O.'d in battle by <Slash> attribute cards.,,Ryuda,1,not legal,legal
OP03-033,,Character,Green,4,,4000,2000,Slash,Fish-Man/East Blue/Arlong Pirates,,"[Trigger] If your Leader has the {East Blue} type, play this card.",Moopic,1,not legal,legal
OP03-034,,Character,Green,4,,5000,1000,Slash,East Blue/Black Cat Pirates,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.,,kankurou,1,not legal,legal
OP03-035,,Character,Green,2,,4000,1000,Strike,Animal/East Blue,,,kankurou,1,not legal,legal
OP03-036,,Event,Green,3,,,,,East Blue/Black Cat Pirates,[Main] You may rest 1 of your {East Blue} type Characters: Set up to 1 of your [Kuro] cards as active. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,,,1,not legal,legal
OP03-037,,Event,Green,1,,,,,Fish-Man/East Blue/Arlong Pirates,[Main] You may rest 1 of your {East Blue} type Characters: K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.,,,1,not legal,legal
OP03-038,,Event,Green,1,,,,,East Blue/Krieg Pirates,[Main] Rest up to 2 of your opponent's Characters with a cost of 2 or less. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 5 or less.,,,1,not legal,legal
OP03-039,,Event,Green,1,,,,,East Blue/Black Cat Pirates,"[Main] Rest up to 1 of your opponent's Characters with a cost of 1 or less. Then, up to 1 of your Characters gains +1000 power during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,,1,not legal,legal
OP03-040,,Leader,Blue,,5,5000,,Wisdom,East Blue,"When your deck is reduced to 0, you win the game instead of losing, according to the rules. [DON!! x1] When this Leader's attack deals damage to your opponent's Life, you may trash 1 card from the top of your deck.",,,1,,
OP03-040p1,Alternate Art,Leader,Blue,,5,5000,,Wisdom,East Blue,"When your deck is reduced to 0, you win the game instead of losing, according to the rules. [DON!! x1] When this Leader's attack deals damage to your opponent's Life, you may trash 1 card from the top of your deck.",,Anderson,1,,
OP03-041,,Character,Blue,4,,5000,,Ranged,East Blue,"[Rush] (This card can attack on the turn in which it is played.) [DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.",,Studio Vigor Co. Ltd,1,not legal,legal
OP03-041p1,Alternate Art,Character,Blue,4,,5000,,Ranged,East Blue,"[Rush] (This card can attack on the turn in which it is played.) [DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.",,Denim2,1,not legal,legal
OP03-042,,Character,Blue,1,,0,1000,Wisdom,East Blue,[On Play] Add up to 1 blue [Usopp] from your trash to your hand.,,Nekobayashi,1,not legal,legal
OP03-043,,Character,Blue,2,,0,1000,Wisdom,East Blue,"When you deal damage to your opponent's Life, you may trash 3 cards from the top of your deck. If you do, trash this Character.",,Suzume Muraichi,1,not legal,legal
OP03-044,,Character,Blue,1,,0,2000,Wisdom,East Blue,[On Play] Draw 2 cards and trash 2 cards from your hand.,,UGUME,4,legal,legal
OP03-045,,Character,Blue,3,,3000,1000,Slash,East Blue,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Opponent's Turn] If you have 20 or less cards in your deck, this Character gains +3000 power.",,kankurou,1,not legal,legal
OP03-046,,Character,Blue,2,,4000,1000,Wisdom,East Blue,,,touge369,1,not legal,legal
OP03-047,,Character,Blue,5,,6000,1000,Strike,East Blue,"[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck. [On Play] You may return up to 1 Character with a cost of 3 or less to the owner's hand, and you may trash 2 cards from the top of your deck.",,,1,not legal,legal
OP03-047p1,Alternate Art,Character,Blue,5,,6000,1000,Strike,East Blue,"[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck. [On Play] You may return up to 1 Character with a cost of 3 or less to the owner's hand, and you may trash 2 cards from the top of your deck.",,Mitsuaki Matsumoto,1,not legal,legal
OP03-048,,Character,Blue,2,,0,1000,Wisdom,East Blue,"[On Play] If your Leader is [Nami], return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.",,Hatori Kyoka,4,legal,legal
OP03-049,,Character,Blue,3,,5000,,Slash,East Blue,"[On Play] If you have 20 or less cards in your deck, return up to 1 Character with a cost of 3 or less to the owner's hand.",,kankurou,1,not legal,legal
OP03-050,,Character,Blue,2,,0,1000,Wisdom,East Blue,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] You may trash 1 card from the top of your deck.",,Nijihayashi,1,not legal,legal
OP03-051,,Character,Blue,4,,5000,1000,Ranged,East Blue/Former Navy,"[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck. [On K.O.] You may trash 3 cards from the top of your deck.",,Hashimoto Q,1,not legal,legal
OP03-052,,Character,Blue,1,,3000,1000,Wisdom,East Blue,,,Akihiro MIYANO,1,not legal,legal
OP03-053,,Character,Blue,1,,3000,,Slash,East Blue,"[DON!! x1] If you have 20 or less cards in your deck, this Character gains +2000 power.",,TAPIOCA,1,not legal,legal
OP03-054,,Event,Blue,1,,,,,East Blue/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, you may trash 1 card from the top of your deck. [Trigger] Draw 1 card and you may trash 1 card from the top of your deck.",,,1,not legal,legal
OP03-055,,Event,Blue,1,,,,,East Blue/Straw Hat Crew,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck. [Trigger] Return up to 1 Character with a cost of 4 or less to the owner's hand.",,,1,not legal,legal
OP03-056,,Event,Blue,3,,,,,East Blue,[Main] Draw 2 cards. [Trigger] Activate this card's [Main] effect.,,,1,not legal,legal
OP03-057,,Event,Blue,4,,,,,East Blue/Straw Hat Crew,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck. [Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,,,1,not legal,legal
OP03-058,,Leader,Purple,,5,5000,,Wisdom,Water Seven/Galley-La Company,This Leader cannot attack. [Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may rest this Leader: Play up to 1 {Galley-La Company} type Character card with a cost of 5 or less from your hand.,,,1,not legal,legal
OP03-058p1,Alternate Art,Leader,Purple,,5,5000,,Wisdom,Water Seven/Galley-La Company,This Leader cannot attack. [Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may rest this Leader: Play up to 1 {Galley-La Company} type Character card with a cost of 5 or less from your hand.,,Anderson,1,not legal,legal
OP03-059,,Character,Purple,5,,6000,1000,Slash,Water Seven/Galley-La Company,"[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains [Banish] during this battle. (When this card deals damage, the target card is trashed without activating its Trigger.)",,Nijihayashi,1,not legal,legal
OP03-060,,Character,Purple,4,,4000,2000,Wisdom,Water Seven/Galley-La Company,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.,,Sunohara,1,not legal,legal
OP03-061,,Character,Purple,2,,4000,1000,Slash,Water Seven/The Franky Family,,,Hashimoto Q,1,not legal,legal
OP03-062,,Character,Purple,1,,2000,1000,Wisdom,Merfolk/Water Seven,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Water Seven} type card other than [Kokoro] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,1,not legal,legal
OP03-063,,Character,Purple,3,,2000,,Slash,Water Seven/The Franky Family,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, draw 1 card.",,,1,not legal,legal
OP03-064,,Character,Purple,5,,6000,1000,Strike,Water Seven/Galley-La Company,"[On K.O.] If your Leader has the {Galley-La Company} type, add up to 1 DON!! card from your DON!! deck and rest it.",,HISASHI HUJIWARA,1,not legal,legal
OP03-065,,Character,Purple,2,,2000,1000,Wisdom,Animal/Water Seven,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Suzume Muraichi,1,not legal,legal
OP03-066,,Character,Purple,5,,6000,,Strike,Water Seven/Galley-La Company,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active. Then, if you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",,touge369,1,not legal,legal
OP03-066p1,Alternate Art,Character,Purple,5,,6000,,Strike,Water Seven/Galley-La Company,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active. Then, if you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",,BISAI,1,not legal,legal
OP03-067,,Character,Purple,5,,5000,1000,Ranged,Water Seven/Galley-La Company,"[DON!! x1] [When Attacking] If your Leader has the {Galley-La Company} type, add up to 1 DON!! card from your DON!! deck and rest it.",,HISASHI HUJIWARA,1,not legal,legal
OP03-068,,Character,Purple,4,,5000,1000,Strike,Impel Down/Jailer Beast,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.) [On K.O.] If your Leader has the {Impel Down} type, add up to 1 DON!! card from your DON!! deck and rest it.",,shosuke,1,not legal,legal
OP03-069,,Character,Purple,3,,5000,,Strike,Impel Down/Jailer Beast,"[On K.O.] If your Leader has the {Impel Down} type, draw 2 cards and trash 1 card from your hand.",,HISASHI HUJIWARA,1,not legal,legal
OP03-070,,Character,Purple,6,,7000,,Strike,Water Seven/Straw Hat Crew,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash 1 Character card with a cost of 5 from your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.),,Nekobayashi,1,not legal,legal
OP03-071,,Character,Purple,5,,6000,1000,Strike,Water Seven/Galley-La Company,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less.,,Denim2,1,not legal,legal
OP03-072,,Event,Purple,0,,,,,Water Seven/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,,,4,legal,legal
OP03-073,,Event,Purple,1,,,,,Water Seven/The Franky Family,"[Main] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Water Seven} type, K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Activate this card's [Main] effect.",,,1,not legal,legal
OP03-074,,Event,Purple,2,,,,,Water Seven/Galley-La Company,[Main] DON!! -2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Place up to 1 of your opponent's Characters with a cost of 4 or less at the bottom of the owner's deck. [Trigger] Activate this card's [Main] effect.,,,1,not legal,legal
OP03-075,,Stage,Purple,3,,,,,Water Seven/Galley-La Company,"[Activate: Main] You may rest this Stage: If your Leader is [Iceburg], add up to 1 DON!! card from your DON!! deck and rest it.",,,1,not legal,legal
OP03-076,,Leader,Black,,5,5000,,Strike,CP9,"[Your Turn] [Once Per Turn] You may trash 2 cards from your hand: When your opponent's Character is K.O.'d, set this Leader as active.",,,1,not legal,legal
OP03-076p1,Alternate Art,Leader,Black,,5,5000,,Strike,CP9,"[Your Turn] [Once Per Turn] You may trash 2 cards from your hand: When your opponent's Character is K.O.'d, set this Leader as active.",,Anderson,1,not legal,legal
OP03-077,,Leader,Black/Yellow,,4,5000,,Special,The Four Emperors/Big Mom Pirates,"[DON!! x2] [When Attacking] ② (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: If you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",,,1,not legal,legal
OP03-077p1,Alternate Art,Leader,Black/Yellow,,4,5000,,Special,The Four Emperors/Big Mom Pirates,"[DON!! x2] [When Attacking] ② (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: If you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",,Anderson,1,not legal,legal
OP03-078,,Character,Black,8,,9000,,Slash,Navy,"[DON!! x1] [Your Turn] Give all of your opponent's Characters −3 cost. [On Play] If your opponent has 6 or more cards in their hand, trash 2 cards from your opponent's hand.",,nukadokomogera,1,not legal,legal
OP03-078p1,Alternate Art,Character,Black,8,,9000,,Slash,Navy,"[DON!! x1] [Your Turn] Give all of your opponent's Characters −3 cost. [On Play] If your opponent has 6 or more cards in their hand, trash 2 cards from your opponent's hand.",,Studio Vigor Co. Ltd,1,not legal,legal
OP03-079,,Character,Black,5,,5000,2000,Strike,Navy/Donquixote Pirates,[DON!! x1] This Character cannot be K.O.'d in battle.,,shosuke,1,not legal,legal
OP03-080,,Character,Black,5,,6000,1000,Slash,CP9,"[On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",,SENNSU,1,not legal,legal
OP03-080p1,Alternate Art,Character,Black,5,,6000,1000,Slash,CP9,"[On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",,Studio Vigor Co. Ltd,1,not legal,legal
OP03-081,,Character,Black,4,,4000,2000,Special,CP9,"[On Play] Draw 2 cards and trash 2 cards from your hand. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",,phima,1,not legal,legal
OP03-081p1,Alternate Art,Character,Black,4,,4000,2000,Special,CP9,"[On Play] Draw 2 cards and trash 2 cards from your hand. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",,Hashimoto Q,1,not legal,legal
OP03-082,,Character,Black,4,,6000,1000,Strike,CP9,,,Nekobayashi,1,not legal,legal
OP03-083,,Character,Black,1,,0,1000,Wisdom,World Government,"[On Play] Look at 5 cards from the top of your deck and trash up to 2 cards. Then, place the rest at the bottom of your deck in any order.",,,1,not legal,legal
OP03-084,,Character,Black,2,,4000,1000,Strike,CP6,,,Misa Tsutsui,1,not legal,legal
OP03-085,,Character,Black,5,,7000,1000,Strike,CP9,,,Akihiro MIYANO,1,not legal,legal
OP03-086,,Character,Black,1,,2000,1000,Slash,CP9,"[On Play] If your Leader's type includes ""CP"", look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""CP"" other than [Spandam] and add it to your hand. Then, trash the rest.",,DAI-XT.,1,not legal,legal
OP03-086p1,Alternate Art,Character,Black,1,,2000,1000,Slash,CP9,"[On Play] If your Leader's type includes ""CP"", look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""CP"" other than [Spandam] and add it to your hand. Then, trash the rest.",,Misa Matoki,1,not legal,legal
OP03-087,,Character,Black,3,,5000,1000,Ranged,CP9,,,NIJIMAARC,1,not legal,legal
OP03-088,,Character,Black,3,,3000,1000,Strike,CP9,"This Character cannot be K.O.'d by effects. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,kankurou,1,not legal,legal
OP03-089,,Character,Black,2,,3000,1000,Wisdom,Navy,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Brannew] and add it to your hand. Then, trash the rest.",,HISASHI HUJIWARA,1,not legal,legal
OP03-090,,Character,Black,5,,6000,1000,Strike,CP9,"[DON!! x1] This Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] Play up to 1 Character card with a type including ""CP"" and a cost of 4 or less from your trash rested.",,Hayaken-sarena,1,not legal,legal
OP03-091,,Character,Black,1,,0,1000,Wisdom,Navy,[On Play] Set the cost of up to 1 of your opponent's Characters with no base effect to 0 during this turn.,,Sunohara,1,not legal,legal
OP03-092,,Character,Black,6,,7000,,Strike,CP9,"[On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,otumami,1,not legal,legal
OP03-092p1,Alternate Art,Character,Black,6,,7000,,Strike,CP9,"[On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,AKIRA EGAWA,1,not legal,legal
OP03-093,,Character,Black,2,,4000,,Slash,CP7,"[On Play] You may trash 1 card from your hand: If your Leader's type includes ""CP"", K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",,Nekobayashi,1,not legal,legal
OP03-094,,Event,Black,4,,,,,CP9,"[Main] If your Leader's type includes ""CP"", look at 5 cards from the top of your deck; play up to 1 Character card with a type including ""CP"" and a cost of 5 or less. Then, trash the rest. [Trigger] Play up to 1 black Character card with a cost of 3 or less from your trash.",,,1,not legal,legal
OP03-095,,Event,Black,1,,,,,CP9,[Main] Give up to 2 of your opponent's Characters -2 cost during this turn. [Trigger] Your opponent trashes 1 card from their hand.,,,1,not legal,legal
OP03-096,,Event,Black,2,,,,,CP9,[Main] K.O. up to 1 of your opponent's Characters with a cost of 0 or your opponent's Stages with a cost of 3 or less. [Trigger] Draw 2 cards.,,,1,not legal,legal
OP03-097,,Event,Black,0,,,,,CP9,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Draw 1 card. Then, K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",,,4,legal,legal
OP03-098,,Stage,Black,2,,,,,World Government,"[Activate: Main] You may rest this Stage: If your Leader's type includes ""CP"", give up to 1 of your opponent's Characters -2 cost during this turn. [Trigger] Play this card.",,,1,not legal,legal
OP03-099,,Leader,Yellow,,5,5000,,Strike,Big Mom Pirates,"[DON!! x1] [When Attacking] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, this Leader gains +1000 power during this battle.",,,1,not legal,legal
OP03-099p1,Alternate Art,Leader,Yellow,,5,5000,,Strike,Big Mom Pirates,"[DON!! x1] [When Attacking] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, this Leader gains +1000 power during this battle.",,Anderson,1,not legal,legal
OP03-100,,Character,Yellow,3,,5000,,Strike,Big Mom Pirates/Homies,,[Trigger] You may trash 1 card from the top or bottom of your Life cards: Play this card.,KISUKE,1,not legal,legal
OP03-101,,Character,Yellow,1,,3000,1000,Wisdom,Merfolk,,,,1,not legal,legal
