card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP09-006,,Character,Red,5,,7000,1000,Special,Red-Haired Pirates,,,tasaka,3,legal,legal
OP09-007,,Character,Red,3,,4000,1000,Special,Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Up to 1 of your Leader with 4000 power or less gains +1000 power during this turn.",,tasaka,3,legal,legal
OP09-008,,Character,Red,1,,2000,,Slash,Red-Haired Pirates,[Activate: Main] You may place this Character at the bottom of the owner's deck: Give up to 1 of your opponent's Characters −3000 power during this turn.,,Tanaka Kenichi,3,legal,legal
OP09-009,,Character,Red,7,,7000,1000,Ranged,Red-Haired Pirates,[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.,,akagi,3,legal,legal
OP09-009p1,Alternate Art,Character,Red,7,,7000,1000,Ranged,Red-Haired Pirates,[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.,,tatsuya,3,legal,legal
OP09-010,,Character,Red,4,,5000,1000,Strike,Red-Haired Pirates,[On Play] Play up to 1 [Monster] from your hand. [DON!! x1] [When Attacking] This Character gains +2000 power during this turn.,,S-KINOKO,3,legal,legal
OP09-011,,Character,Red,3,,3000,2000,Strike,Red-Haired Pirates,"[Activate: Main] You may rest this Character: If your Leader has the {Red-Haired Pirates} type, give up to 1 of your opponent's Characters −2000 power during this turn.",,Moopic,3,legal,legal
OP09-012,,Character,Red,3,,4000,1000,Strike,Animal/Red-Haired Pirates,"If your Character [Bonk Punch] would be K.O.'d by an effect, you may trash this Character instead.",,S-KINOKO,3,legal,legal
OP09-013,,Character,Red,5,,6000,1000,Ranged,Red-Haired Pirates,[On Play] Up to 1 of your Leader gains +1000 power until the end of your opponent's next turn. [DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.,,Anderson,3,legal,legal
OP09-014,,Character,Red,3,,3000,2000,Special,Red-Haired Pirates,[On Play] Your opponent cannot activate up to 1 [Blocker] Character that has 4000 power or less during this turn.,,Studio Vigor Co. Ltd,3,legal,legal
OP09-015,,Character,Red,4,,5000,1000,Ranged,Red-Haired Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On K.O.] If your Leader has the {Red-Haired Pirates} type, K.O. up to 1 of your opponent's Characters with a base power of 6000 or less.",,tasaka,3,legal,legal
OP09-016,,Character,Red,4,,6000,1000,Slash,Red-Haired Pirates,,,Nakamaru,3,legal,legal
OP09-017,,Character,Red,4,,4000,2000,Slash,Kid Pirates,"[DON!! x1] If your Leader has 7000 power or more and the {Kid Pirates} type, this Character gains [Rush].",,S-KINOKO,3,legal,legal
OP09-018,,Event,Red,3,,,,,Red-Haired Pirates,[Main] K.O. up to 2 of your opponent's Characters with a total power of 4000 or less.,,,3,legal,legal
OP09-019,,Event,Red,2,,,,,Red-Haired Pirates,"[Main] If your Leader has the {Red-Haired Pirates} type, give up to 1 of your opponent's Characters −3000 power during this turn. Then, if your opponent has a Character with 5000 or more power, draw 1 card. [Trigger] Draw 1 card.",,,3,legal,legal
OP09-020,,Event,Red,1,,,,,The Four Emperors/Red-Haired Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Red-Haired Pirates} type card other than [Come On!! We'll Fight You!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card.",,,3,legal,legal
OP09-021,,Stage,Red,2,,,,,Red-Haired Pirates,"[Activate: Main] You may rest this Stage: If your Leader has the {Red-Haired Pirates} type, give up to 1 of your opponent's Characters −1000 power during this turn.",,,3,legal,legal
OP09-022,,Leader,Green/Purple,,4,5000,,Wisdom,ODYSSEY,"Your Character cards are played rested. [Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and rest it, and play up to 1 {ODYSSEY} type Character card with a cost of 5 or less from your hand.",,,3,legal,legal
OP09-022p1,Alternate Art,Leader,Green/Purple,,4,5000,,Wisdom,ODYSSEY,"Your Character cards are played rested. [Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and rest it, and play up to 1 {ODYSSEY} type Character card with a cost of 5 or less from your hand.",,,3,legal,legal
OP09-023,,Character,Green,9,,9000,,Special,ODYSSEY,"[On Play] If your Leader has the {ODYSSEY} type, set up to 3 of your DON!! cards as active. [On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Up to 1 of your Leader or Character cards gains +2000 power during this battle.",,Nijihayashi,3,legal,legal
OP09-023p1,Alternate Art,Character,Green,9,,9000,,Special,ODYSSEY,"[On Play] If your Leader has the {ODYSSEY} type, set up to 3 of your DON!! cards as active. [On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Up to 1 of your Leader or Character cards gains +2000 power during this battle.",,BISAI,3,legal,legal
OP09-024,,Character,Green,4,,5000,1000,Ranged,ODYSSEY/Straw Hat Crew,"[On Play] If you have 2 or more rested Characters, draw 2 cards and trash 2 cards from your hand.",,HISASHI HUJIWARA,3,legal,legal
OP09-025,,Character,Green,4,,5000,1000,Special,ODYSSEY/The Seven Warlords of the Sea/Baroque Works,"If your Leader has the {ODYSSEY} type, this Character cannot be K.O.'d in battle by Leaders.",,touge369,3,legal,legal
OP09-026,,Character,Green,6,,7000,,Special,ODYSSEY/Navy,"[On Play] If you have 2 or more rested Characters, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",,Hayaken-sarena,3,legal,legal
OP09-027,,Character,Green,5,,6000,1000,Special,ODYSSEY/Revolutionary Army,"[When Attacking] [Once Per Turn] If you have 3 or more rested Characters, draw 1 card.",,Morechand,3,legal,legal
OP09-028,,Character,Green,5,,6000,1000,Strike,ODYSSEY/Straw Hat Crew,[On K.O.] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1 {ODYSSEY} or {Straw Hat Crew} type Character card with a cost of 4 or less from your trash rested.,,yuu,3,legal,legal
OP09-029,,Character,Green,3,,4000,1000,Strike,ODYSSEY/Animal/Straw Hat Crew,[End of Your Turn] Set up to 1 of your {ODYSSEY} type Characters with a cost of 4 or less as active.,,kito,3,legal,legal
OP09-030,,Character,Green,3,,4000,1000,Slash,ODYSSEY/Supernovas/Heart Pirates,[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 {ODYSSEY} type Character card with a cost of 3 or less other than [Trafalgar Law] from your hand.,,Nijihayashi,3,legal,legal
OP09-031,,Character,Green,5,,6000,1000,Special,ODYSSEY/The Seven Warlords of the Sea/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [End of Your Turn] If you have 2 or more rested Characters, set this Character as active.",,PENEKOR,3,legal,legal
OP09-032,,Character,Green,3,,4000,1000,Special,ODYSSEY/Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Your Opponent's Attack] [Once Per Turn] Set this Character as active.",,PENEKOR,3,legal,legal
OP09-033,,Character,Green,4,,5000,1000,Strike,ODYSSEY/Straw Hat Crew,"[On Play] If you have 2 or more rested Characters, none of your {ODYSSEY} or {Straw Hat Crew} type Characters can be K.O.'d by effects until the end of your opponent's next turn.",,Koushi Rokushiro,3,legal,legal
OP09-034,,Character,Green,1,,2000,2000,Special,Muggy Kingdom/Thriller Bark Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Dracule Mihawk] or {Thriller Bark Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order and trash 1 card from your hand.",,Yuu Shimotsuki,3,legal,legal
OP09-034p1,Alternate Art,Character,Green,1,,2000,2000,Special,Muggy Kingdom/Thriller Bark Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Dracule Mihawk] or {Thriller Bark Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order and trash 1 card from your hand.",,,3,legal,legal
OP09-035,,Character,Green,5,,5000,2000,Special,ODYSSEY/Whitebeard Pirates,"[On Play] If you have 2 or more rested Characters, rest up to 1 of your opponent's Characters with a cost of 5 or less.",,Eiji kaneda,3,legal,legal
OP09-036,,Character,Green,5,,6000,1000,Strike,ODYSSEY/Supernovas/Straw Hat Crew,"[On Play] If you have 2 or more rested Characters, rest up to 1 of your opponent's DON!! cards or Characters with a cost of 6 or less.",,Nekobayashi,3,legal,legal
OP09-037,,Character,Green,3,,5000,,Wisdom,ODYSSEY,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {ODYSSEY} type card other than [Lim] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [End of Your Turn] If you have 3 or more rested Characters, set this Character as active.",,kito,3,legal,legal
OP09-037p1,Alternate Art,Character,Green,3,,5000,,Wisdom,ODYSSEY,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {ODYSSEY} type card other than [Lim] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [End of Your Turn] If you have 3 or more rested Characters, set this Character as active.",,Hagane Tsurugi,3,legal,legal
OP09-038,,Character,Green,4,,6000,1000,Strike,ODYSSEY/CP9,,,DAI-XT.,3,legal,legal
OP09-039,,Event,Green,1,,,,,ODYSSEY/Supernovas/Straw Hat Crew,"[Counter] If your Leader has the {ODYSSEY} type and you have 2 or more rested Characters, up to 1 of your Leader or Character cards gains +2000 power during this turn. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.",,Game,3,legal,legal
OP09-040,,Event,Green,3,,,,,ODYSSEY/Supernovas/Straw Hat Crew,"[Main] If you have 2 or more rested Characters, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,Game,3,legal,legal
OP09-041,,Event,Green,1,,,,,ODYSSEY/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your Leader has the {ODYSSEY} type and you have 2 or more rested Characters, set up to 2 of your Characters as active. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,Game,3,legal,legal
OP09-042,,Leader,Blue,,5,5000,,Slash,The Four Emperors/Cross Guild,[Activate: Main] You may rest 5 of your DON!! cards and trash 1 card from your hand: Play up to 1 {Cross Guild} type Character card from your hand.,,,3,legal,legal
OP09-042p1,Alternate Art,Leader,Blue,,5,5000,,Slash,The Four Emperors/Cross Guild,[Activate: Main] You may rest 5 of your DON!! cards and trash 1 card from your hand: Play up to 1 {Cross Guild} type Character card from your hand.,,,3,legal,legal
OP09-043,,Character,Blue,5,,6000,1000,Strike,Cross Guild,"[On K.O.] If your Leader has the {Cross Guild} type, play up to 1 Character card with a cost of 5 or less other than [Alvida] from your hand.",,Studio Vigor Co. Ltd,3,legal,legal
OP09-044,,Character,Blue,3,,4000,1000,Ranged,Land of Wano/Whitebeard Pirates,"[When Attacking] Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card or card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order and trash 1 card from your hand.",,Hatori Kyoka,3,legal,legal
OP09-045,,Character,Blue,5,,5000,2000,Slash,Cross Guild,"If you have a [Buggy] or [Mohji] Character, this Character cannot be K.O.'d in battle.",,UGUME,3,legal,legal
OP09-046,,Character,Blue,7,,7000,1000,Special,Cross Guild/Former Baroque Works,"[On Play] Play up to 1 {Cross Guild} type Character card or Character card with a type including ""Baroque Works"" with a cost of 5 or less from your hand.",,SENNSU,3,legal,legal
OP09-046p1,Alternate Art,Character,Blue,7,,7000,1000,Special,Cross Guild/Former Baroque Works,"[On Play] Play up to 1 {Cross Guild} type Character card or Character card with a type including ""Baroque Works"" with a cost of 5 or less from your hand.",,AKIRA EGAWA,3,legal,legal
OP09-047,,Character,Blue,9,,10000,,Slash,Land of Wano/Whitebeard Pirates,[Double Attack] (This card deals 2 damage.) [On K.O.] Draw 2 cards and trash 1 card from your hand.,,tunbolt,3,legal,legal
OP09-048,,Character,Blue,6,,7000,,Slash,Cross Guild,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Draw 2 cards and trash 1 card from your hand.",,Minato Sashima,3,legal,legal
OP09-048p1,Alternate Art,Character,Blue,6,,7000,,Slash,Cross Guild,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Draw 2 cards and trash 1 card from your hand.",,Katsuo Tadano,3,legal,legal
OP09-049,,Character,Blue,4,,6000,1000,Strike,Whitebeard Pirates,,,Tanaka Kenichi,3,legal,legal
OP09-050,,Character,Blue,1,,1000,1000,Wisdom,East Blue,"[When Attacking] Look at 5 cards from the top of your deck; reveal up to 1 blue Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Pisuke,3,legal,legal
OP09-050p1,Alternate Art,Character,Blue,1,,1000,1000,Wisdom,East Blue,"[When Attacking] Look at 5 cards from the top of your deck; reveal up to 1 blue Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,NIJIMAARC,3,legal,legal
OP09-051,,Character,Blue,10,,12000,,Slash,The Four Emperors/Cross Guild,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.",,Studio Vigor Co. Ltd,3,legal,legal
OP09-051p1,Alternate Art,Character,Blue,10,,12000,,Slash,The Four Emperors/Cross Guild,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.",,KISUKE,3,legal,legal
OP09-051p2,Manga Art,Character,Blue,10,,12000,,Slash,The Four Emperors/Cross Guild,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.",,,,legal,legal
OP09-051p3,Special Card,Character,Blue,10,,12000,,Slash,The Four Emperors/Cross Guild,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.",,,3,legal,legal
OP09-052,,Character,Blue,3,,5000,,Special,Whitebeard Pirates,"[Opponent's Turn] You may trash 1 card from your hand: When this Character is K.O.'d by your opponent's effect, play this Character card from your trash rested.",,Rofta,3,legal,legal
OP09-053,,Character,Blue,5,,5000,2000,Wisdom,Cross Guild,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Richie] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Richie] from your hand.",,Suzume Muraichi,3,legal,legal
OP09-054,,Character,Blue,2,,2000,1000,Strike,Animal/Cross Guild,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Yoichi Amano,3,legal,legal
OP09-055,,Character,Blue,5,,7000,1000,Slash,Cross Guild/Former Baroque Works,,,Rofta,3,legal,legal
OP09-056,,Character,Blue,1,,2000,1000,Special,Cross Guild/Former Baroque Works,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card or card with a type including ""Baroque Works"" other than [Mr.3(Galdino)] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Akihiro MIYANO,3,legal,legal
OP09-057,,Event,Blue,1,,,,,Cross Guild,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
OP09-058,,Event,Blue,2,,,,,Buggy Pirates,[Main] Your opponent chooses 1 of their Character with a cost of 6 or less and return to the owner's hand. [Trigger] Return up to 1 Character with a cost of 3 or less to the owner's hand.,,,3,legal,legal
OP09-059,,Event,Blue,2,,,,,Buggy Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, trash up to 2 cards from your hand. Trash the same number of cards from the top of your deck as you did from your hand. [Trigger] Draw 1 card.",,,3,legal,legal
OP09-060,,Stage,Blue,1,,,,,Cross Guild,"[Activate: Main] You may place 2 cards from your hand at the bottom of your deck in any order and rest this Stage: If your Leader has the {Cross Guild} type, draw 2 cards.",,,3,legal,legal
OP09-061,,Leader,Purple/Black,,4,5000,,Strike,The Four Emperors/Straw Hat Crew,"[DON!! x1] All of your Characters gain +1 cost. [Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",,,3,legal,legal
OP09-061p1,Alternate Art,Leader,Purple/Black,,4,5000,,Strike,The Four Emperors/Straw Hat Crew,"[DON!! x1] All of your Characters gain +1 cost. [Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",,,3,legal,legal
OP09-062,,Leader,Purple/Yellow,,4,5000,,Strike,Straw Hat Crew,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.) [When Attacking] You may trash 1 card with a [Trigger] from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.",,,3,legal,legal
OP09-062p1,Alternate Art,Leader,Purple/Yellow,,4,5000,,Strike,Straw Hat Crew,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.) [When Attacking] You may trash 1 card with a [Trigger] from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.",,,3,legal,legal
OP09-063,,Character,Purple,4,,6000,1000,Ranged,Straw Hat Crew,,,Takamasa Moue,3,legal,legal
OP09-064,,Character,Purple,5,,5000,1000,Slash,Kid Pirates,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Set up to 1 of your {Kid Pirates} type Leader as active.,,Katsuo Tadano,3,legal,legal
OP09-065,,Character,Purple,7,,7000,1000,Strike,Straw Hat Crew,"[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: This Character gains [Rush] during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 6 or less.",,Bashikou,3,legal,legal
OP09-065p1,Alternate Art,Character,Purple,7,,7000,1000,Strike,Straw Hat Crew,"[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: This Character gains [Rush] during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 6 or less.",,lack,3,legal,legal
OP09-066,,Character,Purple,4,,6000,,Strike,Heart Pirates,"[On Play] If your opponent has more DON!! cards on their field than you, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",,Studio Vigor Co. Ltd,3,legal,legal
OP09-067,,Character,Purple,7,,9000,1000,Strike,Fish-Man/Straw Hat Crew,,,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP09-068,,Character,Purple,5,,6000,1000,Strike,Animal/Straw Hat Crew,"[End of Your Turn] You may return 1 or more DON!! cards from your field to your DON!! deck: Set this Character as active. Then, this Character gains [Blocker] until the end of your opponent's next turn.",,phima,3,legal,legal
OP09-069,,Character,Purple,1,,2000,1000,Slash,Heart Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} or {Heart Pirates} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Bashikou,3,legal,legal
OP09-069p1,Alternate Art,Character,Purple,1,,2000,1000,Slash,Heart Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} or {Heart Pirates} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,mushimaro,3,legal,legal
OP09-070,,Character,Purple,3,,2000,2000,Special,Straw Hat Crew,[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,,Hashimoto Q,3,legal,legal
OP09-071,,Character,Purple,2,,2000,1000,Strike,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,SHIE NANAHARA,3,legal,legal
OP09-072,,Character,Purple,4,,5000,1000,Strike,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] DON!! −2, You may trash 1 card from your hand: Draw 2 cards.",,,3,legal,legal
OP09-072p1,Alternate Art,Character,Purple,4,,5000,1000,Strike,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] DON!! −2, You may trash 1 card from your hand: Draw 2 cards.",,Ryuda,3,legal,legal
OP09-073,,Character,Purple,6,,7000,1000,Slash,Straw Hat Crew,[When Attacking] You may return 1 or more DON!! cards from your field to your DON!! deck: Give up to 2 of your opponent's Characters −2000 power during this turn.,,Studio Vigor Co. Ltd,3,legal,legal
OP09-074,,Character,Purple,2,,2000,2000,Strike,Minks/Heart Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, up to 1 of your Leader or Character cards gains +1000 power during this turn.",,COGA,3,legal,legal
OP09-075,,Character,Purple,3,,5000,,Special,Kid Pirates,"[On Play] You may add 1 card from the top of your Life cards to your hand: If your Leader has the {Kid Pirates} type, add up to 1 DON!! card from your DON!! deck and set it as active.",,Hatori Kyoka,3,legal,legal
OP09-076,,Character,Purple,3,,5000,,Slash,Straw Hat Crew,[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: Add up to 1 DON!! card from your DON!! deck and set it as active.,,Denim2,3,legal,legal
OP09-077,,Event,Purple,2,,,,,The Four Emperors/Straw Hat Crew,[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with 6000 power or less. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,,,3,legal,legal
OP09-078,,Event,Purple,1,,,,,The Four Emperors/Straw Hat Crew,"[Counter] DON!! −2, You may trash 1 card from your hand: If your Leader has the {Straw Hat Crew} type, up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 2 cards.",,,3,legal,legal
OP09-079,,Event,Purple,2,,,,,The Four Emperors/Straw Hat Crew,"[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, draw 1 card. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",,,3,legal,legal
OP09-080,,Stage,Purple,1,,,,,Straw Hat Crew,"[Opponent's Turn] You may rest this Stage: When your {Straw Hat Crew} type Character is removed from the field by your opponent's effect, add up to 1 DON!! card from your DON!! deck and rest it.",,,3,legal,legal
OP09-081,,Leader,Black,,5,5000,,Special,The Four Emperors/Blackbeard Pirates,Your [On Play] effects are negated. [Activate: Main] You may trash 1 card from your hand: Your opponent's [On Play] effects are negated until the end of your opponent's next turn.,,,3,legal,legal
OP09-081p1,Alternate Art,Leader,Black,,5,5000,,Special,The Four Emperors/Blackbeard Pirates,Your [On Play] effects are negated. [Activate: Main] You may trash 1 card from your hand: Your opponent's [On Play] effects are negated until the end of your opponent's next turn.,,,3,legal,legal
OP09-082,,Character,Black,4,,6000,1000,Special,Blackbeard Pirates,,,S-KINOKO,3,legal,legal
OP09-083,,Character,Black,5,,6000,1000,Ranged,Blackbeard Pirates,"[Activate: Main] You may rest this Character: If your Leader has the {Blackbeard Pirates} type, give up to 1 of your opponent's Characters −3 cost during this turn. [On K.O.] Draw 1 card.",,UGUME,3,legal,legal
OP09-084,,Character,Black,5,,6000,1000,Special,Blackbeard Pirates,"[Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type, this Character gains [Double Attack], [Banish] or [Blocker] until the end of your opponent's next turn.",,Hashimoto Q,3,legal,legal
OP09-085,,Character,Black,4,,5000,,Special,Thriller Bark Pirates,[On Play] Play up to 1 {Thriller Bark Pirates} type Character card with a cost of 2 or less from your trash rested.,,Aidle Co. Ltd.,3,legal,legal
OP09-086,,Character,Black,4,,5000,1000,Strike,Blackbeard Pirates,"This Character cannot be K.O.'d by your opponent's effects. If your Leader has the {Blackbeard Pirates} type, this Character gains +1000 power for every 4 cards in your trash.",,Aidle Co. Ltd.,3,legal,legal
OP09-087,,Character,Black,2,,0,1000,Wisdom,Big Mom Pirates,"[On Play] If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP09-088,,Character,Black,3,,4000,2000,Slash,Blackbeard Pirates,[DON!! x1] [When Attacking] You may trash 2 cards from your hand: Draw 2 cards.,,ASAKI KURODA,3,legal,legal
OP09-089,,Character,Black,1,,0,2000,Wisdom,Animal/Blackbeard Pirates,"[Activate: Main] You may trash 1 card from your hand and trash this Character: If your Leader has the {Blackbeard Pirates} type, draw 1 card. Then, give up to 1 of your opponent's Characters –2 cost during this turn.",,Aidle Co. Ltd.,3,legal,legal
OP09-090,,Character,Black,2,,0,1000,Special,Blackbeard Pirates,"[Activate: Main] You may rest this Character: If your Leader has the {Blackbeard Pirates} type, K.O. up to 1 of your opponent's Characters with a cost of 1 or less. [On K.O.] Draw 1 card.",,Aidle Co. Ltd.,3,legal,legal
OP09-091,,Character,Black,2,,2000,1000,Special,Blackbeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Aidle Co. Ltd.,3,legal,legal
OP09-092,,Character,Black,3,,4000,1000,Slash,Whitebeard Pirates,"[Activate: Main] You may rest this Character: If the number of cards in your hand is at least 3 less than the number in your opponent's hand, draw 2 cards and trash 1 card from your hand.",,Nakamaru,3,legal,legal
