card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP12-017,,Event,Red,0,,,,,Former Roger Pirates,"[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Look at 4 cards from the top of your deck; reveal up to 1 red Event or up to 1 Character card with a cost of 3 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,,3,legal,legal
OP12-018,,Event,Red,0,,,,,Former Roger Pirates,"[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle. Then, you may rest 1 of your DON!! cards. If you do, give your opponent's Leader and all of their Characters −1000 power during this turn.",,,3,legal,legal
OP12-019,,Event,Red,0,,,,,Former Roger Pirates,[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Up to 1 of your Leader or Character cards gains +1000 power during this turn. [Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.,,,3,legal,legal
OP12-020,,Leader,Green,,5,5000,,Slash,Supernovas/Straw Hat Crew,"[DON!! x3] [Activate: Main] [Once Per Turn] If this Leader battles your opponent's Character during this turn, set this Leader as active. Then, this Leader cannot attack your opponent's Characters with a base cost of 7 or less during this turn.",,Midori Matsuda,3,legal,legal
OP12-020p1,Alternate Art,Leader,Green,,5,5000,,Slash,Supernovas/Straw Hat Crew,"[DON!! x3] [Activate: Main] [Once Per Turn] If this Leader battles your opponent's Character during this turn, set this Leader as active. Then, this Leader cannot attack your opponent's Characters with a base cost of 7 or less during this turn.",,otton,3,legal,legal
OP12-021,,Character,Green,3,,0,1000,Wisdom,East Blue,"If your Leader has the <Slash> attribute and you have 6 or more rested DON!! cards, this Character cannot be rested by your opponent's effects. [Blocker]",,Tanaka Kenichi,3,legal,legal
OP12-022,,Character,Green,6,,7000,1000,Slash,Minks/Land of Wano/The Akazaya Nine,[Activate: Main] You may rest this Character: Up to 1 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase.,,Katsuo Tadano,3,legal,legal
OP12-023,,Character,Green,5,,6000,2000,Slash,Fish-Man/Land of Wano/The Akazaya Nine,,,COGA,3,legal,legal
OP12-024,,Character,Green,4,,5000,1000,Slash,Animal/Land of Wano,"If this Character is active, this Character cannot be K.O.'d by your opponent's effects. [When Attacking] If you have a total of 3 or more given DON!! cards, rest up to 1 of your opponent's Characters with a base cost of 6 or less.",,nukadokomogera,3,legal,legal
OP12-025,,Character,Green,6,,8000,1000,Slash,Land of Wano/The Akazaya Nine,,,Moopic,3,legal,legal
OP12-026,,Character,Green,4,,1000,1000,Slash,East Blue/Frost Moon Village,"[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a base cost of 4 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader.",,COGA,3,legal,legal
OP12-027,,Character,Green,2,,1000,1000,Slash,East Blue/Frost Moon Village,"If your <Slash> attribute Character with a cost of 5 or less other than this Character would be K.O.'d by your opponent's effect, you may rest this Character instead. [Blocker]",,nukadokomogera,3,legal,legal
OP12-028,,Character,Green,1,,0,1000,Wisdom,Land of Wano/Kouzuki Clan,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Roronoa Zoro], look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,nuisuke,3,legal,legal
OP12-029,,Character,Green,3,,2000,2000,Slash,East Blue/Frost Moon Village/Land of Wano,"[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less. Then, K.O. up to 1 of your opponent's rested Characters with a base cost of 1 or less.",,Studio Vigor Co. Ltd,3,legal,legal
OP12-030,,Character,Green,8,,8000,,Slash,Muggy Kingdom/The Seven Warlords of the Sea,"[Blocker] [On Play] Set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 7 or more during this turn.",,Matsumoto Akira,3,legal,legal
OP12-030p1,Alternate Art,Character,Green,8,,8000,,Slash,Muggy Kingdom/The Seven Warlords of the Sea,"[Blocker] [On Play] Set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 7 or more during this turn.",,lack,3,legal,legal
OP12-031,,Character,Green,5,,7000,,Slash,East Blue/Navy,"[On Play] Rest up to 1 of your opponent's Characters with a base cost of 6 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader.",,phima,3,legal,legal
OP12-031p1,Alternate Art,Character,Green,5,,7000,,Slash,East Blue/Navy,"[On Play] Rest up to 1 of your opponent's Characters with a base cost of 6 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader.",,Peach Momoko,3,legal,legal
OP12-032,,Character,Green,6,,7000,2000,Slash,Minks/Land of Wano/The Akazaya Nine,,,UGUME,3,legal,legal
OP12-033,,Character,Green,4,,5000,,Slash,East Blue/Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Block] Rest up to 1 of your opponent's Characters with a cost of 5 or less.",,S-KINOKO,3,legal,legal
OP12-034,,Character,Green,1,,2000,1000,Special,Muggy Kingdom/Thriller Bark Pirates,"[On Play] If your Leader has the <Slash> attribute, look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Nakamaru,3,legal,legal
OP12-034p1,Alternate Art,Character,Green,1,,2000,1000,Special,Muggy Kingdom/Thriller Bark Pirates,"[On Play] If your Leader has the <Slash> attribute, look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,sacanahen,3,legal,legal
OP12-035,,Character,Green,3,,5000,1000,Slash,East Blue/Navy,,,Nakamaru,3,legal,legal
OP12-036,,Character,Green,4,,5000,1000,Slash,Supernovas/Straw Hat Crew,"This card in your hand cannot be played by effects. If your Leader has the <Slash> attribute, this Character cannot be K.O.'d in battle by <Slash> attribute cards and gains +1000 power.",,NIJIMAARC,3,legal,legal
OP12-037,,Event,Green,1,,,,,Straw Hat Crew,[Main] You may rest 3 of your DON!! cards: Rest up to a total of 2 of your opponent's Characters or DON!! cards. [Counter] Your Leader gains +3000 power during this battle.,,,3,legal,legal
OP12-037p1,Alternate Art,Event,Green,1,,,,,Straw Hat Crew,[Main] You may rest 3 of your DON!! cards: Rest up to a total of 2 of your opponent's Characters or DON!! cards. [Counter] Your Leader gains +3000 power during this battle.,,,3,legal,legal
OP12-038,,Event,Green,1,,,,,Straw Hat Crew,[Main] You may rest 2 of your DON!! cards: K.O. up to 2 of your opponent's rested Characters with a base cost of 4 or less. [Counter] Your Leader gains +3000 power during this battle.,,,3,legal,legal
OP12-039,,Event,Green,3,,,,,Straw Hat Crew,[Main] Set your [Roronoa Zoro] Leader as active. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,,,3,legal,legal
OP12-040,,Leader,Blue,,5,5000,,Special,Navy,"When a card is trashed from your hand by your {Navy} type card's effect, draw cards equal to the number of cards trashed.",,Chris,3,legal,legal
OP12-040p1,Alternate Art,Leader,Blue,,5,5000,,Special,Navy,"When a card is trashed from your hand by your {Navy} type card's effect, draw cards equal to the number of cards trashed.",,SENNSU,3,legal,legal
OP12-041,,Leader,Blue/Purple,,4,5000,,Strike,The Vinsmoke Family/Straw Hat Crew,"[Activate: Main] [Once Per Turn] DON!! −1: Activate up to 1 {Straw Hat Crew} type Event with a base cost of 3 or less from your hand. [When Attacking] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",,Keiichi Ichikawa,3,legal,legal
OP12-041p1,Alternate Art,Leader,Blue/Purple,,4,5000,,Strike,The Vinsmoke Family/Straw Hat Crew,"[Activate: Main] [Once Per Turn] DON!! −1: Activate up to 1 {Straw Hat Crew} type Event with a base cost of 3 or less from your hand. [When Attacking] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",,tatsuya,3,legal,legal
OP12-042,,Character,Blue,4,,5000,1000,Strike,Cross Guild,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains +1 cost. [On Play] Place up to 1 of your opponent's Characters with a base cost of 1 or less at the bottom of the owner's deck.",,Haru Miyajima,3,legal,legal
OP12-043,,Character,Blue,6,,8000,,Special,Navy,"If you have 5 or more cards in your hand, this Character gains +1 cost. [On Play] You may trash 1 card from your hand: Up to 1 of your opponent's Characters cannot attack until the end of your opponent's next End Phase.",,Wong Kok Wai,3,legal,legal
OP12-043p1,Alternate Art,Character,Blue,6,,8000,,Special,Navy,"If you have 5 or more cards in your hand, this Character gains +1 cost. [On Play] You may trash 1 card from your hand: Up to 1 of your opponent's Characters cannot attack until the end of your opponent's next End Phase.",,AKIRA EGAWA,3,legal,legal
OP12-044,,Character,Blue,7,,8000,,Special,Navy,"[On Play] If your Leader has the {Navy} type, draw 2 cards. [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,ASAKI KURODA,3,legal,legal
OP12-045,,Character,Blue,6,,8000,1000,Slash,Navy,,,Studio Vigor Co. Ltd,3,legal,legal
OP12-046,,Character,Blue,5,,5000,2000,Strike,FILM/Navy,[On Play] Trash 2 cards from your hand. [Activate: Main] You may trash this Character: Return up to 1 Character with a cost of 5 or less to the owner's hand.,,tasaka,3,legal,legal
OP12-047,,Character,Blue,3,,3000,1000,Wisdom,Navy,"[On Play] You may trash 1 card from your hand: Look at 5 cards from the top of your deck; reveal up to 2 {Navy} type cards other than [Sengoku] and add them to your hand. Then, place the rest at the bottom of your deck in any order.",,Studio Vigor Co. Ltd,3,legal,legal
OP12-048,,Character,Blue,1,,1000,1000,Special,Navy,"[Opponent's Turn] If your blue {Navy} type Character would be removed from the field by your opponent's effect, you may rest this Character and trash 1 card from your hand instead.",,phima,3,legal,legal
OP12-049,,Character,Blue,6,,7000,2000,Slash,The Four Emperors/Cross Guild,,,Aidle Co. Ltd.,3,legal,legal
OP12-050,,Character,Blue,6,,7000,1000,Strike,Giant/Ohara/Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Aidle Co. Ltd.,3,legal,legal
OP12-051,,Character,Blue,3,,3000,2000,Special,Navy,[Activate: Main] You may rest this Character and trash 1 card from your hand: Up to 1 of your opponent's Characters with a base cost of 4 or less cannot activate [Blocker] during this turn.,,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP12-052,,Character,Blue,4,,6000,1000,Strike,Navy,,,KISUKE,3,legal,legal
OP12-053,,Character,Blue,4,,5000,1000,Special,Navy,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead. [Opponent's Turn] If your Leader has the {Navy} type, this Character gains [Blocker] and +1000 power.",,Katsuo Tadano,3,legal,legal
OP12-054,,Character,Blue,1,,2000,1000,Special,The Seven Warlords of the Sea/Blackbeard Pirates,"[On Play] If your Leader has the {The Seven Warlords of the Sea} type, return up to 1 Character with a cost of 1 or less other than this Character to the owner's hand.",,tasaka,3,legal,legal
OP12-055,,Character,Blue,5,,6000,2000,Slash/Wisdom,Cross Guild,,,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP12-056,,Character,Blue,8,,8000,,Strike,Navy,[On Play] You may trash 1 card from your hand: Play up to 1 blue {Navy} type Character card with 8000 power or less other than [Monkey.D.Garp] from your hand.,,ASAKI KURODA,3,legal,legal
OP12-056p1,Alternate Art,Character,Blue,8,,8000,,Strike,Navy,[On Play] You may trash 1 card from your hand: Play up to 1 blue {Navy} type Character card with 8000 power or less other than [Monkey.D.Garp] from your hand.,,SENNSU,3,legal,legal
OP12-057,,Event,Blue,1,,,,,Navy,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, trash 1 card from your hand. [Trigger] You may trash 1 card from your hand: Draw 1 card.",,,3,legal,legal
OP12-058,,Event,Blue,9,,,,,Whitebeard Pirates,"[Main] If your Leader's type includes ""Whitebeard Pirates"", reveal 1 card from the top of your deck. If that card is a Character card with a type including ""Whitebeard Pirates"" and a cost of 9 or less, you may play that card. If you do, that Character gains [Rush] during this turn. [Trigger] Draw 1 card.",,,3,legal,legal
OP12-059,,Event,Blue,1,,,,,Sky Island/Straw Hat Crew,"[Main] If your Leader is [Sanji], draw 1 card. [Counter] If you have 4 or more Events in your trash, up to 1 of your Leader gains +4000 power during this battle.",,,3,legal,legal
OP12-060,,Event,Blue,3,,,,,Straw Hat Crew,"[Main] If your Leader is multicolored, choose one: • Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand. • If you have 6 or less cards in your hand, draw 2 cards.",,,3,legal,legal
OP12-060p1,Alternate Art,Event,Blue,3,,,,,Straw Hat Crew,"[Main] If your Leader is multicolored, choose one: • Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand. • If you have 6 or less cards in your hand, draw 2 cards.",,,3,legal,legal
OP12-061,,Leader,Purple/Yellow,,4,5000,,Special,Navy/Donquixote Pirates,"[Once Per Turn] If your [Trafalgar Law] would be K.O.'d, you may add 1 card from the top of your Life cards to your hand instead. [Activate: Main] [Once Per Turn] DON!! −1: The next time you play [Trafalgar Law] with a cost of 4 or more from your hand during this turn, the cost will be reduced by 2.",,Rina Fujii,3,legal,legal
OP12-061p1,Alternate Art,Leader,Purple/Yellow,,4,5000,,Special,Navy/Donquixote Pirates,"[Once Per Turn] If your [Trafalgar Law] would be K.O.'d, you may add 1 card from the top of your Life cards to your hand instead. [Activate: Main] [Once Per Turn] DON!! −1: The next time you play [Trafalgar Law] with a cost of 4 or more from your hand during this turn, the cost will be reduced by 2.",,Naruse Uroko,3,legal,legal
OP12-062,,Character,Purple,1,,0,2000,Wisdom,Kingdom of GERMA/The Vinsmoke Family,"[On Play] If your Leader is [Sanji] and the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it. Then, draw 1 card.",,Koushi Rokushiro,3,legal,legal
OP12-063,,Character,Purple,4,,5000,1000,Special,The Vinsmoke Family/GERMA 66,"If you have 4 or more Events in your trash, this Character gains +2000 power and +5 cost. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Yosuke Adachi,3,legal,legal
OP12-063p1,Alternate Art,Character,Purple,4,,5000,1000,Special,The Vinsmoke Family/GERMA 66,"If you have 4 or more Events in your trash, this Character gains +2000 power and +5 cost. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Daisuke Izuka,3,legal,legal
OP12-064,,Character,Purple,5,,7000,1000,Strike,Punk Hazard/Navy/Donquixote Pirates,,,eiji kaneda,3,legal,legal
OP12-065,,Character,Purple,6,,7000,1000,Special,Impel Down/Revolutionary Army,"If you have 4 or more Events in your trash, this Character gains [Blocker]. [On K.O.] Add up to 1 Event from your trash to your hand.",,BISAI,3,legal,legal
OP12-066,,Character,Purple,1,,1000,1000,Slash,East Blue,"If you have 4 or more Events in your trash, this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,HISASHI HUJIWARA,3,legal,legal
OP12-067,,Character,Purple,3,,5000,1000,Wisdom,East Blue,,,Koushi Rokushiro,3,legal,legal
OP12-068,,Character,Purple,6,,7000,2000,Strike,East Blue/Krieg Pirates,,,Hayaken-sarena,3,legal,legal
OP12-069,,Character,Purple,6,,8000,,Special,The Seven Warlords of the Sea/Baroque Works,"[On Your Opponent's Attack] [Once Per Turn] DON!! −1: If your Leader's type includes ""Baroque Works"", up to 1 of your Leader or Character cards gains +2000 power during this battle.",,shosuke,3,legal,legal
OP12-070,,Character,Purple,3,,5000,,Strike,Alabasta/Straw Hat Crew,"This Character gains +1000 power for every 5 Events in your trash. If this Character would be removed from the field by your opponent's effect, you may return 1 DON!! card from your field to your DON!! deck instead.",,Nekobayashi,3,legal,legal
OP12-070p1,Alternate Art,Character,Purple,3,,5000,,Strike,Alabasta/Straw Hat Crew,"This Character gains +1000 power for every 5 Events in your trash. If this Character would be removed from the field by your opponent's effect, you may return 1 DON!! card from your field to your DON!! deck instead.",,Morechand,3,legal,legal
OP12-071,,Character,Purple,1,,2000,1000,Wisdom,Big Mom Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or Event card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,BISAI,3,legal,legal
OP12-072,,Character,Purple,4,,5000,1000,Strike,East Blue,"When a DON!! card on your field is returned to your DON!! deck, if your Leader is [Sanji], this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",,Yoichi Amano,3,legal,legal
OP12-073,,Character,Purple,7,,8000,,Slash,Dressrosa/Supernovas/Heart Pirates,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and set it as active. Then, all of your [Donquixote Rosinante] and {Heart Pirates} type Characters gain +1000 power until the end of your opponent's next End Phase.",,Matsumoto Akira,3,legal,legal
OP12-073p1,Alternate Art,Character,Purple,7,,8000,,Slash,Dressrosa/Supernovas/Heart Pirates,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and set it as active. Then, all of your [Donquixote Rosinante] and {Heart Pirates} type Characters gain +1000 power until the end of your opponent's next End Phase.",,Minato Sashima,3,legal,legal
OP12-074,,Character,Purple,3,,2000,2000,Slash,East Blue,"[On Play] You may trash 1 Event from your hand: If your Leader is [Sanji], add up to 1 DON!! card from your DON!! deck and set it as active.",,HISASHI HUJIWARA,3,legal,legal
OP12-075,,Character,Purple,4,,5000,1000,Wisdom,Baroque Works,"[On Play] K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, your opponent may add 1 DON!! card from their DON!! deck and set it as active. [Trigger] DON!! −1: Play this card.",,Nekobayashi,3,legal,legal
OP12-076,,Character,Purple,5,,6000,2000,Special,Punk Hazard/Donquixote Pirates,,,Hagane Tsurugi,3,legal,legal
OP12-077,,Event,Purple,2,,,,,Heart Pirates,"[Main] Select up to 1 of your [Trafalgar Law] cards and that card gains +2000 power during this turn. Then, if the selected card attacks during this turn, your opponent cannot activate [Blocker]. [Trigger] Draw 1 card.",,,3,legal,legal
OP12-078,,Event,Purple,3,,,,,Straw Hat Crew,"[Main] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card. Then, give up to 1 of your opponent's Characters −3000 power during this turn.",,,3,legal,legal
OP12-079,,Event,Purple,1,,,,,Straw Hat Crew,"[Main] If your Leader is [Sanji], look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the bottom of your deck in any order.",,,3,legal,legal
OP12-080,,Stage,Purple,1,,,,,East Blue,"[Activate: Main] You may place this Stage at the bottom of the owner's deck: If your Leader is [Sanji], look at 3 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card.",,,3,legal,legal
OP12-081,,Leader,Black/Yellow,,4,5000,,Strike,Dressrosa/Revolutionary Army,"When this Leader attacks your opponent's Leader, if you have 2 or more Characters with a cost of 8 or more, draw 1 card. [Once Per Turn] This effect can be activated when your opponent plays a Character with a base cost of 8 or more, or when your opponent plays a Character using a Character's effect. Your opponent adds 1 card from the top of their Life cards to their hand.",,Akiko Sugizono,3,legal,legal
OP12-081p1,Alternate Art,Leader,Black/Yellow,,4,5000,,Strike,Dressrosa/Revolutionary Army,"When this Leader attacks your opponent's Leader, if you have 2 or more Characters with a cost of 8 or more, draw 1 card. [Once Per Turn] This effect can be activated when your opponent plays a Character with a base cost of 8 or more, or when your opponent plays a Character using a Character's effect. Your opponent adds 1 card from the top of their Life cards to their hand.",,Sunohara,3,legal,legal
OP12-082,,Character,Black,8,,10000,1000,Slash,Dressrosa/Navy,,,eiji kaneda,3,legal,legal
OP12-083,,Character,Black,5,,6000,2000,Slash,Revolutionary Army,,,kito,3,legal,legal
OP12-084,,Character,Black,3,,4000,1000,Special,Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If your Leader has the {Revolutionary Army} type, trash 3 cards from the top of your deck.",,HISASHI HUJIWARA,3,legal,legal
OP12-085,,Character,Black,5,,6000,1000,Special,Revolutionary Army,"If your Leader has the {Revolutionary Army} type, this Character gains +3 cost. [When Attacking] If your Leader has the {Revolutionary Army} type and your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",,Koushi Rokushiro,3,legal,legal
OP12-086,,Character,Black,1,,2000,1000,Strike,Dressrosa/Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Koala] or up to 1 [Nico Robin] and add it to your hand. Then, trash the rest.",,PENEKOR,3,legal,legal
OP12-086p1,Alternate Art,Character,Black,1,,2000,1000,Strike,Dressrosa/Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Koala] or up to 1 [Nico Robin] and add it to your hand. Then, trash the rest.",,Hokuyuu,3,legal,legal
OP12-087,,Character,Black,6,,7000,,Strike,Straw Hat Crew,"If your Leader is [Koala] or [Monkey.D.Luffy], this Character gains [Blocker] and +3 cost. [On Play] You may trash 1 card from your hand: If your opponent has 5 or more cards in their hand, your opponent trashes 2 cards from their hand.",,Morechand,3,legal,legal
OP12-087p1,Alternate Art,Character,Black,6,,7000,,Strike,Straw Hat Crew,"If your Leader is [Koala] or [Monkey.D.Luffy], this Character gains [Blocker] and +3 cost. [On Play] You may trash 1 card from your hand: If your opponent has 5 or more cards in their hand, your opponent trashes 2 cards from their hand.",,BISAI,3,legal,legal
OP12-088,,Character,Black,6,,8000,1000,Slash,Dressrosa/Navy,,,shosuke,3,legal,legal
OP12-089,,Character,Black,4,,5000,1000,Strike,Fish-Man/Dressrosa/Revolutionary Army,"If your Leader has the {Revolutionary Army} type, this Character gains [Blocker] and +4 cost. [On K.O.] If your Leader has the {Revolutionary Army} type, K.O. up to 1 of your opponent's Characters with a base cost of 4 or less.",,touge369,3,legal,legal
OP12-090,,Character,Black,3,,4000,2000,Special,Revolutionary Army,[When Attacking] You may trash 2 cards from the top of your deck: Give up to 1 of your opponent's Characters −2 cost during this turn.,,Morechand,3,legal,legal
OP12-091,,Character,Black,3,,4000,1000,Strike,Animal Kingdom Pirates/SMILE,[Activate: Main] [Once Per Turn] You may place 3 cards from your trash at the bottom of your deck in any order: Up to 2 of your {SMILE} type Characters gain +2000 power during this turn.,,Yoichi Amano,3,legal,legal
