card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP17-014,,Character,Red,1,,1000,1000,Slash,Whitebeard Pirates Allies,[On Play] K.O. up to 1 of your opponent's Characters with 2000 base power or less. [On Your Opponent's Attack] You may trash this Character: Your Leader gains +1000 power during this battle.,,BISAI,5,legal,legal
OP17-015,,Character,Red,5,,6000,1000,Special,Whitebeard Pirates,"If one of your Characters would be removed from the field by your opponent's effect, you may K.O. this Character instead. [On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: Play this Character card from your trash.",,BISAI,5,legal,legal
OP17-016,,Character,Red,3,,2000,2000,Strike,Whitebeard Pirates,[On Play] K.O. up to 2 of your opponent's Characters with 2000 base power or less.,,Nekobayashi,5,legal,legal
OP17-017,,Event,Red,1,,,,,The Four Emperors/Whitebeard Pirates,"[Counter] Up to 1 of your Leader with a type including ""Whitebeard Pirates"" or up to 1 of your Characters with a type including ""Whitebeard Pirates"" gains +2000 power during this battle. Then, give up to 1 of your opponent's Leader or Characters −2000 power during this turn.",,,5,legal,legal
OP17-018,,Event,Red,1,,,,,The Four Emperors/Whitebeard Pirates,"[Main] You may rest 2 of your DON!! cards: K.O. up to 1 of your opponent's Stages. [Counter] If you have 2 or more Characters with 8000 base power or more, up to 1 of your Leader or Characters gains +4000 power during this battle.",,,5,legal,legal
OP17-019,,Event,Red,1,,,,,The Four Emperors/Whitebeard Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Your Leader gains +1000 power during this turn.",,,5,legal,legal
OP17-020,,Leader,Green,,5,5000,,Slash,The Four Emperors/Red-Haired Pirates,[Activate: Main] [Once Per Turn] You may trash 1 card from your hand or rest 1 of your DON!! cards: Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase.,,Paji,5,legal,legal
OP17-020p1,Alternate Art,Leader,Green,,5,5000,,Slash,The Four Emperors/Red-Haired Pirates,[Activate: Main] [Once Per Turn] You may trash 1 card from your hand or rest 1 of your DON!! cards: Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase.,,,5,legal,legal
OP17-021,,Character,Green,1,,0,2000,Slash,Red-Haired Pirates Allies,"If your Character with a type including ""Red-Haired Pirates"" would be removed from the field by your opponent's effect, you may rest 1 of your cards instead.",,COGA,5,legal,legal
OP17-022,,Character,Green,10,,12000,,Slash,The Four Emperors/Red-Haired Pirates,"[Rush] (This card can attack on the turn in which it is played.) [On Play] Set up to 2 of your DON!! cards as active. Then, rest all of your opponent's Characters.",,Bashikou,,legal,legal
OP17-022p1,Alternate Art,Character,Green,10,,12000,,Slash,The Four Emperors/Red-Haired Pirates,"[Rush] (This card can attack on the turn in which it is played.) [On Play] Set up to 2 of your DON!! cards as active. Then, rest all of your opponent's Characters.",,Matsumoto Akira,,legal,legal
OP17-022p2,Manga Art,Character,Green,10,,12000,,Slash,The Four Emperors/Red-Haired Pirates,"[Rush] (This card can attack on the turn in which it is played.) [On Play] Set up to 2 of your DON!! cards as active. Then, rest all of your opponent's Characters.",,,,legal,legal
OP17-023,,Character,Green,1,,1000,2000,Wisdom,East Blue/Straw Hat Crew,"If one of your {East Blue} or {Straw Hat Crew} type Characters would be K.O.'d, you may rest this Character instead.",,sacanahen,5,legal,legal
OP17-024,,Character,Green,8,,8000,1000,Special,Red-Haired Pirates,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.) [On Play] Rest up to 1 of your opponent's Characters.",,Sotaro Nishii,5,legal,legal
OP17-025,,Character,Green,4,,5000,1000,Slash,Red-Haired Pirates,[On K.O.] K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less. [Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your [Shanks] Leader.,,ASAKI KURODA,5,legal,legal
OP17-025p1,Parallel,Character,Green,4,,5000,1000,Slash,Red-Haired Pirates,[On K.O.] K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less. [Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your [Shanks] Leader.,,ASAKI KURODA,5,legal,legal
OP17-026,,Character,Green,1,,2000,2000,Slash,Red-Haired Pirates Allies,"[When Attacking] If your Leader has the {Red-Haired Pirates} type, rest up to 1 of your opponent's Characters with a cost of 2 or less. [On K.O.] Draw 1 card.",,Suzume Muraichi,5,legal,legal
OP17-027,,Character,Green,7,,9000,,Ranged,Red-Haired Pirates,"[Rush: Character] (This card can attack Characters on the turn in which it is played.) [On Play] If your Leader has the {Red-Haired Pirates} type, draw 1 card and rest up to 2 of your opponent's Characters.",,Kantaro Ito,5,legal,legal
OP17-027p1,Alternate Art,Character,Green,7,,9000,,Ranged,Red-Haired Pirates,"[Rush: Character] (This card can attack Characters on the turn in which it is played.) [On Play] If your Leader has the {Red-Haired Pirates} type, draw 1 card and rest up to 2 of your opponent's Characters.",,Oden,5,legal,legal
OP17-028,,Character,Green,4,,3000,1000,Strike,Animal/Red-Haired Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less.",,COGA,5,legal,legal
OP17-029,,Character,Green,4,,4000,2000,Strike,Red-Haired Pirates,"[Blocker] [On Play] Set up to 1 of your DON!! cards as active. Then, rest up to 2 of your opponent's Characters with a cost of 2 or less.",,phima,5,legal,legal
OP17-030,,Character,Green,4,,5000,1000,Strike,East Blue/Straw Hat Crew,"[On Play] You may rest 1 of your DON!! cards: This Character gains [Rush] during this turn. [Activate: Main] [Once Per Turn] If you have 5 or less cards in your hand, set up to 1 of your DON!! cards as active.",,Hachi Takashi,5,legal,legal
OP17-031,,Character,Green,5,,6000,1000,Ranged,Red-Haired Pirates,"[On Play] Draw 1 card and rest up to 1 of your opponent's Characters with a cost of 8 or less. [End of Your Turn] Set up to 1 of your Characters with a type including ""Red-Haired Pirates"" as active.",,Ryuda,5,legal,legal
OP17-031p1,Alternate Art,Character,Green,5,,6000,1000,Ranged,Red-Haired Pirates,"[On Play] Draw 1 card and rest up to 1 of your opponent's Characters with a cost of 8 or less. [End of Your Turn] Set up to 1 of your Characters with a type including ""Red-Haired Pirates"" as active.",,Minato Sashima,5,legal,legal
OP17-032,,Character,Green,1,,2000,2000,Special,Red-Haired Pirates,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""Red-Haired Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Akihiro MIYANO,5,legal,legal
OP17-033,,Character,Green,4,,5000,1000,Ranged,Red-Haired Pirates,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""Red-Haired Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order. [On Your Opponent's Attack] You may trash this Character: Rest up to 1 of your opponent's Leader or Characters.",,Akihiro MIYANO,5,legal,legal
OP17-034,,Character,Green,5,,6000,1000,Slash,Red-Haired Pirates,"[Activate: Main] [Once Per Turn] If your opponent's Leader has 6000 power or more, set up to 1 of your DON!! cards as active. Then, your {Red-Haired Pirates} type Leader's base power becomes 6000 until the end of your opponent's next End Phase.",,Tanaka Kenichi,5,legal,legal
OP17-035,,Character,Green,7,,8000,2000,Slash,East Blue/Straw Hat Crew,,,tatsuya,5,legal,legal
OP17-036,,Event,Green,1,,,,,The Four Emperors/Red-Haired Pirates,"[Main] You may rest 6 of your DON!! cards: Rest up to 1 of your opponent's Characters. Then, K.O. up to 2 of your opponent's rested Characters with a cost of 6 or less. [Counter] Up to 1 of your [Shanks] gains +4000 power during this battle.",,,5,legal,legal
OP17-037,,Event,Green,1,,,,,The Four Emperors/Red-Haired Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Red-Haired Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Counter] You may rest 1 of your cards: Up to 1 of your Leader or Characters gains +3000 power during this battle.",,,5,legal,legal
OP17-037p1,Alternate Art,Event,Green,1,,,,,The Four Emperors/Red-Haired Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Red-Haired Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Counter] You may rest 1 of your cards: Up to 1 of your Leader or Characters gains +3000 power during this battle.",,,5,legal,legal
OP17-038,,Event,Green,0,,,,,Red-Haired Pirates,[Main] You may rest 4 of your cards: Rest up to 1 of your opponent's Characters. [Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Characters gains +3000 power during this battle.,,,5,legal,legal
OP17-039,,Leader,Blue,,5,5000,,Slash,Rocks Pirates,"[When Attacking] You may trash 1 card from your hand: Reveal 1 card from the top of your deck. If the revealed card's type includes ""Rocks Pirates"", draw 2 cards.",,Bashikou,5,legal,legal
OP17-039p1,Alternate Art,Leader,Blue,,5,5000,,Slash,Rocks Pirates,"[When Attacking] You may trash 1 card from your hand: Reveal 1 card from the top of your deck. If the revealed card's type includes ""Rocks Pirates"", draw 2 cards.",,,5,legal,legal
OP17-040,,Character,Blue,6,,8000,,Special,Rocks Pirates,"[On Play] Draw 1 card. [Once Per Turn] When your Leader with a type including ""Rocks Pirates"" attacks or is attacked, you may trash 1 card from your hand to activate this effect. Your Leader gains +3000 power during this battle.",,Hatori Kyoka,5,legal,legal
OP17-040p1,Treasure Rare,Character,Blue,6,,8000,,Special,Rocks Pirates,"[On Play] Draw 1 card. [Once Per Turn] When your Leader with a type including ""Rocks Pirates"" attacks or is attacked, you may trash 1 card from your hand to activate this effect. Your Leader gains +3000 power during this battle.",,Bashikou,5,legal,legal
OP17-041,,Character,Blue,4,,6000,,Strike,Rocks Pirates,[Blocker] [On Play] You may trash 1 card from your hand: Place all of your opponent's Characters with a base cost of 1 at the bottom of the owner's deck in any order of the owner's choosing.,,ASAKI KURODA,5,legal,legal
OP17-042,,Character,Blue,4,,6000,,Strike,Rocks Pirates,"[Blocker] [On Play] You may reveal 3 cards with a type including ""Rocks Pirates"" from your hand: Give up to 1 of your opponent's Characters −3000 power during this turn.",,tatsuya,5,legal,legal
OP17-043,,Character,Blue,5,,7000,,Special,Rocks Pirates,"If this Character would be removed from the field, you may trash 2 cards from your hand instead. [On Play] Your Leader's base power becomes 6000 until the end of your opponent's next End Phase.",,tasaka,5,legal,legal
OP17-044,,Character,Blue,4,,6000,,Special,Rocks Pirates,"If your Leader's type includes ""Rocks Pirates"" and this Character is rested, your opponent cannot attack any card other than the Character [Captain John]. [Activate: Main] You may rest this Character: Draw 1 card and trash 1 card from your hand.",,Naruse Uroko,5,legal,legal
OP17-045,,Character,Blue,2,,4000,,Slash,Rocks Pirates,"If one of your Characters would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead. [On Play] Draw 1 card.",,Studio Vigor Co. Ltd,5,legal,legal
OP17-045p1,Parallel,Character,Blue,2,,4000,,Slash,Rocks Pirates,"If one of your Characters would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead. [On Play] Draw 1 card.",,Studio Vigor Co. Ltd,5,legal,legal
OP17-046,,Character,Blue,4,,1000,,Wisdom,Amazon Lily/Rocks Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.",,SHIE NANAHARA,5,legal,legal
OP17-046p1,Alternate Art,Character,Blue,4,,1000,,Wisdom,Amazon Lily/Rocks Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.",,otton,5,legal,legal
OP17-047,,Character,Blue,9,,10000,,Slash,FILM/Impel Down/Golden Lion Pirates,"[End of Your Turn] If you have 2 or less cards in your hand, your opponent places 1 card from their hand at the bottom of their deck.",,tatsuya,5,legal,legal
OP17-048,,Character,Blue,7,,9000,,Slash,Rocks Pirates,"[Rush: Character] [When Attacking]/[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card with a type including ""Rocks Pirates"" from your hand: Give up to 1 of your opponent's Characters −3000 power during this turn.",,Katsuo Tadano,5,legal,legal
OP17-048p1,Alternate Art,Character,Blue,7,,9000,,Slash,Rocks Pirates,"[Rush: Character] [When Attacking]/[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card with a type including ""Rocks Pirates"" from your hand: Give up to 1 of your opponent's Characters −3000 power during this turn.",,SENNSU,5,legal,legal
OP17-049,,Character,Blue,5,,7000,,Special,Rocks Pirates,[On Play] Your opponent chooses one: • Draw 2 cards. • Your opponent trashes 2 cards from their hand. [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Up to 1 of your Leader or Characters gains +1000 power during this battle.,,kicori,5,legal,legal
OP17-049p1,Alternate Art,Character,Blue,5,,7000,,Special,Rocks Pirates,[On Play] Your opponent chooses one: • Draw 2 cards. • Your opponent trashes 2 cards from their hand. [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Up to 1 of your Leader or Characters gains +1000 power during this battle.,,Hashimoto Q,5,legal,legal
OP17-050,,Character,Blue,1,,2000,,Slash,Rocks Pirates,"[On Play] Look at 2 cards from the top of your deck, reorganize them in any order and place them at the top or bottom of your deck. Then, draw 1 card.",,SHINRA AGENCY Co. Ltd.,5,legal,legal
OP17-051,,Character,Blue,7,,8000,2000,Strike,Fish-Man/Impel Down/The Sun Pirates,,,Moopic,5,legal,legal
OP17-052,,Character,Blue,3,,5000,,Ranged,Rocks Pirates,[On Play] Add up to 1 blue Event with a cost of 0 from your trash to your hand.,,Studio Vigor Co. Ltd,5,legal,legal
OP17-053,,Character,Blue,5,,7000,,Strike,Fish-Man/Rocks Pirates,[On K.O.] Your opponent places 2 cards from their hand at the bottom of their deck in any order. [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: This Character gains +3000 power during this turn.,,nukadokomogera,5,legal,legal
OP17-054,,Character,Blue,3,,5000,,Wisdom,Rocks Pirates,[On Play] Up to 1 of your opponent's Characters with a base cost of 6 or less cannot attack until the end of your opponent's next End Phase. [Activate: Main] You may rest 3 of your DON!! cards and this Character: Up to 1 of your opponent's Characters cannot attack until the end of your opponent's next End Phase.,,kicori,5,legal,legal
OP17-054p1,Alternate Art,Character,Blue,3,,5000,,Wisdom,Rocks Pirates,[On Play] Up to 1 of your opponent's Characters with a base cost of 6 or less cannot attack until the end of your opponent's next End Phase. [Activate: Main] You may rest 3 of your DON!! cards and this Character: Up to 1 of your opponent's Characters cannot attack until the end of your opponent's next End Phase.,,nuisuke,5,legal,legal
OP17-055,,Event,Blue,0,,,,,Rocks Pirates,"[Main] You may rest 1 of your DON!! cards: Up to 1 of your [Rocks.D.Xebec] gains [Unblockable] during this turn. [Counter] Up to 1 of your Leader with a type including ""Rocks Pirates"" or up to 1 of your Character with a type including ""Rocks Pirates"" gains +2000 power during this battle.",,,5,legal,legal
OP17-056,,Event,Blue,0,,,,,Rocks Pirates,"[Main] You may rest 5 of your DON!! cards: Return up to 1 Character with a cost of 6 or less to the owner's hand. [Counter] Up to 1 of your Leader with a type including ""Rocks Pirates"" or up to 1 of your Characters with a type including ""Rocks Pirates"" gains +2000 power during this battle.",,,5,legal,legal
OP17-057,,Stage,Blue,1,,,,,Rocks Pirates,"[On Your Opponent's Attack] You may rest this Stage and trash 1 card from your hand: Up to 1 of your Leader with a type including ""Rocks Pirates"" or up to 1 of your Characters with a type including ""Rocks Pirates"" gains +1000 power during this battle.",,,5,legal,legal
OP17-058,,Leader,Purple,,5,5000,,Special,The Four Emperors/Animal Kingdom Pirates,[When Attacking]/[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Give up to 1 of your opponent's Characters −2000 power during this turn.,,Chansard Vincent,5,legal,legal
OP17-058p1,Alternate Art,Leader,Purple,,5,5000,,Special,The Four Emperors/Animal Kingdom Pirates,[When Attacking]/[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Give up to 1 of your opponent's Characters −2000 power during this turn.,,,5,legal,legal
OP17-059,,Character,Purple,7,,8000,,Special,Admiral/Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] DON!! −1: Draw 1 card and K.O. up to 2 of your opponent's Characters with a cost of 2 or less.",,Morechand,5,legal,legal
OP17-060,,Character,Purple,6,,6000,1000,Strike,Animal Kingdom Pirates,"[On Play] If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card as active from your DON!! deck. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less.",,Koushi Rokushiro,5,legal,legal
OP17-061,,Character,Purple,9,,11000,,Strike/Special,Fish-Man/Animal Kingdom Pirates,"[On Play] DON!! −1: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. [Activate: Main] You may trash this Character: Play up to 1 [King], [Queen], or [Jack] from your hand.",,DAI-XT.,5,legal,legal
OP17-061p1,Alternate Art,Character,Purple,9,,11000,,Strike/Special,Fish-Man/Animal Kingdom Pirates,"[On Play] DON!! −1: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. [Activate: Main] You may trash this Character: Play up to 1 [King], [Queen], or [Jack] from your hand.",,Morechand,5,legal,legal
OP17-062,,Character,Purple,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,"[Blocker] [Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card as active from your DON!! deck. Then, set up to 1 of your DON!! cards as active.",,Hayaken-sarena,,legal,legal
OP17-062p1,Alternate Art,Character,Purple,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,"[Blocker] [Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card as active from your DON!! deck. Then, set up to 1 of your DON!! cards as active.",,DAI-XT.,,legal,legal
OP17-062p2,Manga Art,Character,Purple,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,"[Blocker] [Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card as active from your DON!! deck. Then, set up to 1 of your DON!! cards as active.",,,,legal,legal
OP17-062p3,Alternate Art,Character,Purple,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,"[Blocker] [Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card as active from your DON!! deck. Then, set up to 1 of your DON!! cards as active.",,KEISUKE ITAGAKI,,legal,legal
OP17-063,,Character,Purple,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,"All Character cards in your hand without a Counter have a +1000 Counter. [Activate: Main] [Once Per Turn] DON!! −1: If this Character was played on this turn, negate the effect of up to 1 of your opponent's Characters with a cost of 6 or less during this turn, and K.O. it.",,eiji kaneda,5,legal,legal
OP17-063p1,Alternate Art,Character,Purple,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,"All Character cards in your hand without a Counter have a +1000 Counter. [Activate: Main] [Once Per Turn] DON!! −1: If this Character was played on this turn, negate the effect of up to 1 of your opponent's Characters with a cost of 6 or less during this turn, and K.O. it.",,Shishizaru,5,legal,legal
OP17-064,,Character,Purple,9,,10000,,Special,Lunarian/Animal Kingdom Pirates,[Blocker] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Up to 1 of your Leader or Characters gains +2000 power during this battle.,,Koushi Rokushiro,5,legal,legal
OP17-065,,Character,Purple,9,,10000,,Strike,Animal Kingdom Pirates,"[Banish] [On Play] DON!! −1: Draw 1 card, and up to 2 of your opponent's Characters with a cost of 5 or less cannot attack until the end of your opponent's next End Phase.",,kankurou,5,legal,legal
OP17-066,,Character,Purple,1,,0,1000,Wisdom,Land of Wano/Kurozumi Clan,"[On Play] DON!! −1: If you have a Character with a cost of 10 or more, draw 2 cards and trash 1 card from your hand.",,kankurou,5,legal,legal
OP17-067,,Character,Purple,2,,3000,1000,Slash,Land of Wano/Kurozumi Clan,"[On Play] DON!! −1: If you have a Character with a cost of 10 or more, rest up to 1 of your opponent's Characters.",,Hayaken-sarena,5,legal,legal
OP17-068,,Character,Purple,3,,4000,2000,Slash,Animal Kingdom Pirates,"[When Attacking] You may trash 2 cards from your hand: If your Leader has the {Animal Kingdom Pirates} type, add up to 2 DON!! cards as rested from your DON!! deck.",,Yasushi Yamaguchi,5,legal,legal
OP17-069,,Character,Purple,9,,10000,,Strike,Fish-Man/Animal Kingdom Pirates,"[Rush: Character] (This card can attack Characters on the turn in which it is played.) [On Play] DON!! −1: If your Leader has the {Animal Kingdom Pirates} type, give up to 1 of your opponent's Characters −2000 power during this turn.",,eiji kaneda,5,legal,legal
OP17-070,,Character,Purple,6,,7000,2000,Special,On-Air Pirates/Animal Kingdom Pirates,,,Yasushi Yamaguchi,5,legal,legal
OP17-070p1,Parallel,Character,Purple,6,,7000,2000,Special,On-Air Pirates/Animal Kingdom Pirates,,,Yasushi Yamaguchi,5,legal,legal
OP17-071,,Character,Purple,2,,3000,1000,Slash,Animal Kingdom Pirates/Former CP9,[On Play] DON!! −1: K.O. up to 2 of your opponent's Characters with a cost of 2 or less. [Trigger] Play this card.,,Daisuke Enoshima,5,legal,legal
OP17-072,,Character,Purple,2,,1000,1000,Special,Animal Kingdom Pirates,[Blocker] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Up to 1 of your Leader or Characters gains +1000 power during this battle.,,kou tasake,5,legal,legal
OP17-073,,Character,Purple,3,,1000,2000,Slash,Animal Kingdom Pirates/Hawkins Pirates,"[On Play] You may trash 1 card from your hand: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card as active from your DON!! deck.",,Nijihayashi,5,legal,legal
OP17-074,,Character,Purple,3,,1000,1000,Strike,Land of Wano,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Add up to 1 DON!! card as rested from your DON!! deck.",,sho,5,legal,legal
OP17-075,,Character,Purple,2,,2000,2000,Slash,Navy/Drake Pirates/Animal Kingdom Pirates,[On Play] DON!! −2: Trash 1 card from your opponent's hand.,,touge369,5,legal,legal
OP17-076,,Event,Purple,0,,,,,The Four Emperors/Animal Kingdom Pirates,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Charactes gains +3000 power during this battle. [Trigger] DON!! −1: Draw 2 cards.,,,5,legal,legal
OP17-077,,Event,Purple,1,,,,,The Four Emperors/Animal Kingdom Pirates,"[Main] You may rest 3 of your DON!! cards and trash 2 cards from your hand: If your Leader has the {Animal Kingdom Pirates} type, add up to 3 DON!! cards as rested from your DON!! deck. [Counter] DON!! −1: Your Leader gains +4000 power during this battle.",,,5,legal,legal
OP17-078,,Event,Purple,2,,,,,The Four Emperors/Animal Kingdom Pirates,"[Main] You may rest 2 of your DON!! cards and trash 2 cards from your hand: If your Leader has the {Animal Kingdom Pirates} type, add up to 3 DON!! cards as rested from your DON!! deck. [Counter] Up to 1 of your Leader or Characters gains +4000 power during this battle.",,,5,legal,legal
OP17-079,,Leader,Black,,5,5000,,Strike,Elbaph/The Four Emperors/Straw Hat Crew,"All of your Characters with a cost of 12 or more gain [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Bahi JD,5,legal,legal
OP17-079p1,Alternate Art,Leader,Black,,5,5000,,Strike,Elbaph/The Four Emperors/Straw Hat Crew,"All of your Characters with a cost of 12 or more gain [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,,5,legal,legal
OP17-079p2,Manga Art,Leader,Black,,5,5000,,Strike,Elbaph/The Four Emperors/Straw Hat Crew,"All of your Characters with a cost of 12 or more gain [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,,5,legal,legal
