card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP11-013,,Character,Red,1,,2000,2000,Special,Navy/SWORD,[When Attacking] All of your opponent's Characters with 2000 power or less cannot activate [Blocker] during this turn.,,Haru Miyajima,3,legal,legal
OP11-014,,Character,Red,3,,3000,1000,Special,FILM/Navy,[Blocker] [Activate: Main] You may rest this Character: Up to 1 of your {Navy} type Leader or Character cards can also attack active Characters during this turn.,,ASAKI KURODA,3,legal,legal
OP11-015,,Character,Red,4,,6000,1000,Wisdom,Punk Hazard,,,COGA,3,legal,legal
OP11-016,,Character,Red,5,,6000,1000,Slash,Straw Hat Crew,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,,Akanegumo,3,legal,legal
OP11-017,,Character,Red,6,,7000,2000,Slash,Navy/SWORD/Drake Pirates,,,Aidle Co. Ltd.,3,legal,legal
OP11-018,,Event,Red,6,,,,,Navy/SWORD,"[Main] Give up to 1 of your opponent's Characters −4000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 6000 power or less. [Trigger] K.O. up to 1 of your opponent's Characters with 6000 power or less.",,,3,legal,legal
OP11-018p1,Alternate Art,Event,Red,6,,,,,Navy/SWORD,"[Main] Give up to 1 of your opponent's Characters −4000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 6000 power or less. [Trigger] K.O. up to 1 of your opponent's Characters with 6000 power or less.",,,3,legal,legal
OP11-019,,Event,Red,2,,,,,Navy/SWORD,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your opponent has a Character with 6000 power or more, up to 1 of your Leader or Character cards gains +1000 power during this turn. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",,,3,legal,legal
OP11-020,,Event,Red,2,,,,,Navy/SWORD/Drake Pirates,"[Main] Give up to 2 of your opponent's Characters −2000 power during this turn. Then, up to 1 of your {Navy} type Characters gains +1000 power during this turn. [Trigger] K.O. up to 1 of your opponent's Characters with 4000 power or less.",,,3,legal,legal
OP11-021,,Leader,Green,,5,5000,,Strike,Fish-Man/Straw Hat Crew,"[End of Your Turn] If you have 6 or less cards in your hand, set up to 1 of your {Fish-Man} or {Merfolk} type Characters and up to 1 of your DON!! cards as active.",,Midori Matsuda,3,legal,legal
OP11-021p1,Alternate Art,Leader,Green,,5,5000,,Strike,Fish-Man/Straw Hat Crew,"[End of Your Turn] If you have 6 or less cards in your hand, set up to 1 of your {Fish-Man} or {Merfolk} type Characters and up to 1 of your DON!! cards as active.",,SENNSU,3,legal,legal
OP11-022,,Leader,Green/Yellow,,5,5000,,Wisdom,Merfolk/Fish-Man Island,This Leader cannot attack. [Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards and turn 1 card from the top of your Life cards face-up: Play up to 1 {Neptunian} type Character card or [Megalo] with a cost equal to or less than the number of DON!! cards on your field from your hand.,,Keiichi Ichikawa,3,legal,legal
OP11-022p1,Alternate Art,Leader,Green/Yellow,,5,5000,,Wisdom,Merfolk/Fish-Man Island,This Leader cannot attack. [Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards and turn 1 card from the top of your Life cards face-up: Play up to 1 {Neptunian} type Character card or [Megalo] with a cost equal to or less than the number of DON!! cards on your field from your hand.,,Naruse Uroko,3,legal,legal
OP11-023,,Character,Green,7,,7000,1000,Slash,Fish-Man/Fish-Man Island/The Sun Pirates,"If your Leader has the {Fish-Man} type, you have 3 or less Life cards and your opponent has 5 or more rested cards, give this card in your hand −3 cost. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,Hokuyuu,3,legal,legal
OP11-023p1,Alternate Art,Character,Green,7,,7000,1000,Slash,Fish-Man/Fish-Man Island/The Sun Pirates,"If your Leader has the {Fish-Man} type, you have 3 or less Life cards and your opponent has 5 or more rested cards, give this card in your hand −3 cost. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,DAI-XT.,3,legal,legal
OP11-024,,Character,Green,4,,5000,1000,Slash,Merfolk/Fish-Man Island/The Sun Pirates,"When this Character is K.O.'d by your opponent's effect, you may trash 1 card from your hand and rest 1 of your DON!! cards. If you do, play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 6 or less from your hand.",,DAI-XT.,3,legal,legal
OP11-025,,Character,Green,2,,0,1000,Wisdom,Merfolk/Fish-Man Island,[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards and this Character: Up to 1 of your Leader or Character cards gains +1000 power during this battle.,,Koushi Rokushiro,3,legal,legal
OP11-026,,Character,Green,6,,8000,1000,Strike,Neptunian,,,HISASHI HUJIWARA,3,legal,legal
OP11-027,,Character,Green,4,,6000,,Strike,Neptunian,"If your Leader is [Shirahoshi], this Character can attack Characters on the turn in which it is played.",,kankurou,3,legal,legal
OP11-028,,Character,Green,4,,5000,1000,Strike,Neptunian/East Blue,[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,,shosuke,3,legal,legal
OP11-029,,Character,Green,3,,4000,1000,Wisdom,Merfolk/Fish-Man Island/The Sun Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.",,Hagane Tsurugi,3,legal,legal
OP11-030,,Character,Green,1,,0,1000,Wisdom,Merfolk/Fish-Man Island,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Neptunian} or {Fish-Man Island} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,BISAI,3,legal,legal
OP11-031,,Character,Green,6,,8000,,Strike,Fish-Man/Fish-Man Island/The Sun Pirates,"[On Play] If your Leader has the {Fish-Man} or {Merfolk} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. [Activate: Main] [Once Per Turn] Up to 1 of your {Fish-Man} or {Merfolk} type Characters can attack Characters on the turn in which it is played.",,Hayaken-sarena,3,legal,legal
OP11-031p1,Alternate Art,Character,Green,6,,8000,,Strike,Fish-Man/Fish-Man Island/The Sun Pirates,"[On Play] If your Leader has the {Fish-Man} or {Merfolk} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. [Activate: Main] [Once Per Turn] Up to 1 of your {Fish-Man} or {Merfolk} type Characters can attack Characters on the turn in which it is played.",,Yosuke Adachi,3,legal,legal
OP11-032,,Character,Green,5,,6000,2000,Strike,Animal/Fish-Man Island,,,HISASHI HUJIWARA,3,legal,legal
OP11-033,,Character,Green,6,,7000,2000,Strike,Neptunian,,,Nekobayashi,3,legal,legal
OP11-034,,Character,Green,4,,5000,1000,Slash,Fish-Man/Fish-Man Island/Former Arlong Pirates,"[Activate: Main] You may rest this Character: If your Leader has the {Fish-Man} or {Merfolk} type, up to 1 of your opponent's Characters with a cost of 3 or less cannot be rested until the end of your opponent's next turn.",,Nekobayashi,3,legal,legal
OP11-035,,Character,Green,6,,7000,1000,Strike,Fish-Man/Fish-Man Island/The Sun Pirates,"When this Character is K.O.'d by your opponent's effect, you may rest 1 of your DON!! cards. If you do, play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 4 or less from your hand. [On Play] Rest up to 1 of your opponent's Characters.",,eiji kaneda,3,legal,legal
OP11-036,,Character,Green,4,,5000,1000,Strike,Neptunian,"[On Play] If your Leader is [Shirahoshi], look at 5 cards from the top of your deck; reveal up to 1 {Neptunian} type card or [Shirahoshi] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Misa Matoki,3,legal,legal
OP11-037,,Event,Green,1,,,,,Fish-Man Island,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Neptunian} or {Fish-Man Island} type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card.",,,3,legal,legal
OP11-038,,Event,Green,1,,,,,Fish-Man Island/Supernovas/Straw Hat Crew,[Main] You may rest 1 of your DON!! cards: Rest up to 1 of your opponent's Characters with a cost of 5 or less. [Counter] Up to 1 of your Leader gains +3000 power during this battle.,,,3,legal,legal
OP11-039,,Event,Green,1,,,,,Fish-Man/Fish-Man Island/The Sun Pirates,"[Counter] Up to 1 of your {Fish-Man} or {Merfolk} type Leader or Character cards gains +3000 power during this battle. Then, rest up to 1 of your opponent's Characters with a cost of 3 or less. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,,3,legal,legal
OP11-040,,Leader,Blue/Purple,,3,6000,,Strike,Straw Hat Crew,"This effect can be activated at the start of your turn. If you have 8 or more DON!! cards on your field, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,Katsumi Ishizuka,3,legal,legal
OP11-040p1,Alternate Art,Leader,Blue/Purple,,3,6000,,Strike,Straw Hat Crew,"This effect can be activated at the start of your turn. If you have 8 or more DON!! cards on your field, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,Anderson,3,legal,legal
OP11-041,,Leader,Blue/Yellow,,4,5000,,Special,Straw Hat Crew,"[Your Turn] [Once Per Turn] This effect can be activated when a card is removed from your or your opponent's Life cards. If you have 7 or less cards in your hand, draw 1 card. [DON!! x1] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: This Leader gains +2000 power during this turn.",,Akiko Sugizono,3,legal,legal
OP11-041p1,Alternate Art,Leader,Blue/Yellow,,4,5000,,Special,Straw Hat Crew,"[Your Turn] [Once Per Turn] This effect can be activated when a card is removed from your or your opponent's Life cards. If you have 7 or less cards in your hand, draw 1 card. [DON!! x1] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: This Leader gains +2000 power during this turn.",,otton,3,legal,legal
OP11-042,,Character,Blue,3,,4000,1000,Ranged,Firetank Pirates,[On Play] You may trash 1 {Firetank Pirates} type card from your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.),,S-KINOKO,3,legal,legal
OP11-043,,Character,Blue,7,,7000,,Strike,The Vinsmoke Family/GERMA 66,"[Blocker] [On Your Opponent's Attack] [Once Per Turn] This effect can be activated when you only have Characters with a type including ""GERMA"". Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, trash 2 cards from the top of your deck.",,UGUME,3,legal,legal
OP11-044,,Character,Blue,6,,8000,,Slash,The Vinsmoke Family/GERMA 66,[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: All of your {GERMA 66} type Characters gain +1000 power during this turn.,,tasaka,3,legal,legal
OP11-045,,Character,Blue,5,,6000,2000,Special,The Vinsmoke Family/GERMA 66,,,KISUKE,3,legal,legal
OP11-046,,Character,Blue,4,,5000,1000,Strike,The Vinsmoke Family/GERMA 66,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) If you only have Characters with a type including ""GERMA"", this Character cannot be K.O.'d or rested by your opponent's effects.",,Bashikou,3,legal,legal
OP11-047,,Character,Blue,4,,5000,2000,Special,The Vinsmoke Family/GERMA 66,"[On Play] If your Leader has the {The Vinsmoke Family} type, look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""GERMA"" and add it to your hand. Then, trash the rest.",,Yuji Iwasaki,3,legal,legal
OP11-047p1,Alternate Art,Character,Blue,4,,5000,2000,Special,The Vinsmoke Family/GERMA 66,"[On Play] If your Leader has the {The Vinsmoke Family} type, look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""GERMA"" and add it to your hand. Then, trash the rest.",,NIJIMAARC,3,legal,legal
OP11-048,,Character,Blue,1,,2000,1000,Ranged,Supernovas/Firetank Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Firetank Pirates} or {Straw Hat Crew} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,ASAKI KURODA,3,legal,legal
OP11-049,,Character,Blue,1,,1000,1000,Special,Minks,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order. [On Your Opponent's Attack] You may trash this Character: Up to 1 of your Leader gains +1000 power during this battle.,,sacanahen,3,legal,legal
OP11-050,,Character,Blue,3,,4000,2000,Ranged,Firetank Pirates,[When Attacking] You may trash 1 {Firetank Pirates} type card from your hand: Return up to 1 Character with a cost of 1 or less to the owner's hand or place it at the bottom of their deck.,,Aidle Co. Ltd.,3,legal,legal
OP11-051,,Character,Blue,6,,7000,,Strike,The Vinsmoke Family/Straw Hat Crew,"When this Character is K.O.'d by your opponent's effect, look at 5 cards from the top of your deck and play up to 1 {Straw Hat Crew} type Character card with a cost of 5 or less. Then, place the rest at the bottom of your deck in any order. [On Play] Return up to 1 Character with 5000 base power or less to the owner's hand.",,Matsumoto Akira,3,legal,legal
OP11-051p1,Alternate Art,Character,Blue,6,,7000,,Strike,The Vinsmoke Family/Straw Hat Crew,"When this Character is K.O.'d by your opponent's effect, look at 5 cards from the top of your deck and play up to 1 {Straw Hat Crew} type Character card with a cost of 5 or less. Then, place the rest at the bottom of your deck in any order. [On Play] Return up to 1 Character with 5000 base power or less to the owner's hand.",,Minato Sashima,3,legal,legal
OP11-052,,Character,Blue,5,,7000,1000,Slash,Firetank Pirates/Former Rolling Pirates,,,Hashimoto Q,3,legal,legal
OP11-053,,Character,Blue,5,,6000,2000,Strike,Animal/Straw Hat Crew,,,Suzume Muraichi,3,legal,legal
OP11-054,,Character,Blue,5,,6000,1000,Special,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If your Leader is multicolored, draw 3 cards and place 2 cards from your hand at the top or bottom of your deck in any order.",,kicori,3,legal,legal
OP11-054p1,Alternate Art,Character,Blue,5,,6000,1000,Special,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If your Leader is multicolored, draw 3 cards and place 2 cards from your hand at the top or bottom of your deck in any order.",,Hashimoto Q,3,legal,legal
OP11-055,,Character,Blue,6,,7000,2000,Special,Dressrosa/Supernovas,,,Morechand,3,legal,legal
OP11-056,,Character,Blue,3,,4000,1000,Slash,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Place up to 1 Character with a base cost of 1 at the bottom of the owner's deck.",,UGUME,3,legal,legal
OP11-057,,Character,Blue,1,,1000,1000,Slash,Minks,"If you have 4 or less cards in your hand, this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Moopic,3,legal,legal
OP11-058,,Character,Blue,5,,7000,1000,Strike,Straw Hat Crew,"If you have 5 or more cards in your hand, this Character cannot attack. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Studio Vigor Co. Ltd,3,legal,legal
OP11-059,,Event,Blue,1,,,,,Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 4 or less cards in your hand, that card gains an additional +2000 power during this battle. [Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand.",,,3,legal,legal
OP11-060,,Event,Blue,1,,,,,Straw Hat Crew,"[Main] If your Leader is multicolored, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Let's Crash This Wedding!!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
OP11-061,,Event,Blue,3,,,,,Straw Hat Crew,[Main] Place up to 1 of your opponent's Characters with a base cost of 4 or less at the bottom of the owner's deck. [Trigger] Place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck.,,,3,legal,legal
OP11-062,,Leader,Purple,,5,5000,,Strike,Big Mom Pirates,"[When Attacking]/[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Look at 1 card from the top of your opponent's deck. Then, this Leader gains +1000 power during this battle.",,Bahi JD,3,legal,legal
OP11-062p1,Alternate Art,Leader,Purple,,5,5000,,Strike,Big Mom Pirates,"[When Attacking]/[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Look at 1 card from the top of your opponent's deck. Then, this Leader gains +1000 power during this battle.",,tatsuya,3,legal,legal
OP11-063,,Character,Purple,2,,2000,2000,Wisdom,Impel Down,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Impel Down} type, rest up to 1 of your opponent's Characters with a cost of 3 or less.",,Studio Vigor Co. Ltd,3,legal,legal
OP11-064,,Character,Purple,6,,8000,1000,Wisdom,Impel Down,,,Suzume Muraichi,3,legal,legal
OP11-065,,Character,Purple,1,,1000,1000,Wisdom,Big Mom Pirates,"If you have a purple {Big Mom Pirates} type Character other than [Charlotte Anana], this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Haru Miyajima,3,legal,legal
OP11-066,,Character,Purple,4,,5000,1000,Special,Big Mom Pirates,"[Activate: Main] You may rest this Character: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, K.O. up to 1 of your opponent's Characters with a base cost of 3 or less. Then, add up to 1 DON!! card from your DON!! deck and rest it.",,Tanaka Kenichi,3,legal,legal
OP11-067,,Character,Purple,8,,8000,,Strike,Big Mom Pirates,"[Blocker] [End of Your Turn] Set up to 2 of your {Big Mom Pirates} type Characters with a cost of 3 or more as active. Then, add up to 1 DON!! card from your DON!! deck and rest it.",,otton,3,legal,legal
OP11-067p1,Alternate Art,Character,Purple,8,,8000,,Strike,Big Mom Pirates,"[Blocker] [End of Your Turn] Set up to 2 of your {Big Mom Pirates} type Characters with a cost of 3 or more as active. Then, add up to 1 DON!! card from your DON!! deck and rest it.",,lack,3,legal,legal
OP11-068,,Character,Purple,6,,7000,2000,Slash,Big Mom Pirates,,,S-KINOKO,3,legal,legal
OP11-069,,Character,Purple,3,,4000,1000,Special,Big Mom Pirates,"[On Play] You may add 1 card from the top of your Life cards to your hand: If your Leader has the {Big Mom Pirates} type, add up to 1 DON!! card from your DON!! deck and set it as active.",,Hatori Kyoka,3,legal,legal
OP11-070,,Character,Purple,1,,0,1000,Wisdom,Big Mom Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Activate: Main] DON!! −1, You may rest this Character: Look at 1 card from the top of your opponent's deck.",,Yuji Iwasaki,3,legal,legal
OP11-070p1,Alternate Art,Character,Purple,1,,0,1000,Wisdom,Big Mom Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Activate: Main] DON!! −1, You may rest this Character: Look at 1 card from the top of your opponent's deck.",,nuisuke,3,legal,legal
OP11-071,,Character,Purple,5,,7000,,Special,Big Mom Pirates,"[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, draw 1 card and add up to 1 DON!! card from your DON!! deck and set it as active.",,COGA,3,legal,legal
OP11-072,,Character,Purple,3,,4000,2000,Special,Big Mom Pirates,"[Activate: Main] [Once Per Turn] DON!! −1, You may rest this Character: Your opponent places 2 cards from their trash at the bottom of their deck in any order. Then, add 1 card from the top of your Life cards to your hand.",,KISUKE,3,legal,legal
OP11-073,,Character,Purple,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"If your Leader has the {Big Mom Pirates} type, this Character gains [Rush]. [On Your Opponent's Attack] [Once Per Turn] DON!! −5: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, up to 1 of your Leader gains +2000 power during this turn.",,S-KINOKO,3,legal,legal
OP11-073p1,Alternate Art,Character,Purple,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"If your Leader has the {Big Mom Pirates} type, this Character gains [Rush]. [On Your Opponent's Attack] [Once Per Turn] DON!! −5: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, up to 1 of your Leader gains +2000 power during this turn.",,Hatori Kyoka,3,legal,legal
OP11-074,,Character,Purple,3,,3000,2000,Slash,Big Mom Pirates,"[Activate: Main] [Once Per Turn] DON!! −1, You may rest this Character: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, rest up to 1 of your opponent's Characters with a cost of 4 or less.",,COGA,3,legal,legal
OP11-075,,Character,Purple,6,,6000,,Strike,Giant/Ohara/Former Navy,"[On Play] If your Leader is [Nico Robin] and you have 7 or more DON!! cards on your field, draw 2 cards. [Trigger] Activate this card's [On Play] effect.",,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP11-076,,Character,Purple,5,,5000,1000,Slash,Impel Down,"[Blocker] [On Play] If your Leader has the {Impel Down} type, play up to 1 {Impel Down} type Character card with a cost of 3 or less from your hand.",,Tanaka Kenichi,3,legal,legal
OP11-077,,Character,Purple,1,,2000,1000,Slash,Homies/Big Mom Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, up to 1 of your {Big Mom Pirates} type Characters gains +2 cost until the end of your opponent's next turn.",,Suzume Muraichi,3,legal,legal
OP11-078,,Character,Purple,5,,6000,2000,Wisdom,Big Mom Pirates,,,Aidle Co. Ltd.,3,legal,legal
OP11-079,,Event,Purple,1,,,,,Big Mom Pirates,"[Counter] Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, up to 1 of your Leader or Character cards gains +5000 power during this battle. [Trigger] Draw 1 card.",,,3,legal,legal
OP11-080,,Event,Purple,1,,,,,Straw Hat Crew,"[Main] You may rest 2 of your DON!! cards: If your Leader's colors include blue, add up to 1 DON!! card from your DON!! deck and rest it. [Counter] Up to 1 of your Leader gains +3000 power during this battle.",,,3,legal,legal
OP11-080p1,Alternate Art,Event,Purple,1,,,,,Straw Hat Crew,"[Main] You may rest 2 of your DON!! cards: If your Leader's colors include blue, add up to 1 DON!! card from your DON!! deck and rest it. [Counter] Up to 1 of your Leader gains +3000 power during this battle.",,,3,legal,legal
OP11-081,,Event,Purple,6,,,,,The Four Emperors/Big Mom Pirates,"[Main] Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, K.O. up to 1 of your opponent's Characters with a base cost of 8 or less. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",,,3,legal,legal
OP11-082,,Character,Black,1,,2000,2000,Special,Navy,"[Activate: Main] You may trash this Character: If your Leader has the {Navy} type, up to 1 of your {Navy} type Characters can also attack active Characters during this turn. Then, trash 2 cards from the top of your deck.",,akagi,3,legal,legal
OP11-083,,Character,Black,1,,2000,2000,Special,Caribou Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Trash 2 cards from your hand.",,ASAKI KURODA,3,legal,legal
OP11-084,,Character,Black,4,,5000,1000,Special,Navy,[On Play] Trash 3 cards from the top of your deck. [When Attacking] Up to 1 of your {Navy} type Leader or Character cards can also attack active Characters during this turn.,,Akanegumo,3,legal,legal
OP11-084p1,Alternate Art,Character,Black,4,,5000,1000,Special,Navy,[On Play] Trash 3 cards from the top of your deck. [When Attacking] Up to 1 of your {Navy} type Leader or Character cards can also attack active Characters during this turn.,,Matsumoto Akira,3,legal,legal
OP11-085,,Character,Black,3,,4000,1000,Wisdom,Land of Wano/Kurozumi Clan,[On Play] Add up to 1 {SMILE} type card with a cost of 5 or less from your trash to your hand.,,nukadokomogera,3,legal,legal
OP11-086,,Character,Black,3,,5000,1000,Strike,Caribou Pirates,[On Play] Trash 1 card from your hand. [Activate: Main] You may trash this Character: Play up to 1 [Caribou] with a cost of 4 or less from your trash.,,tasaka,3,legal,legal
